Item,FoodGroup,Year,Measurement,NoCountries
Potatoes,Starchy roots,2004,Food Weight,150
Pulses (other),Pulses,2004,Food Weight,139
Rape & mustard,Spices & stimulants,2004,Food Weight,86
Rice,Cereals,2004,Food Weight,152
Roots (other),Starchy roots,2004,Food Weight,90
Rye,Cereals,2004,Food Weight,42
Sesame ,Oils,2004,Food Weight,85
Sorghum,Cereals,2004,Food Weight,51
Soybean,Oils,2004,Food Weight,147
Spices (other),Spices & stimulants,2004,Food Weight,117
Sugar,Sweeteners,2004,Food Weight,152
Sunflower,Oils,2004,Food Weight,104
Sweet potatoes,Starchy roots,2004,Food Weight,104
Sweeteners (other),Sweeteners,2004,Food Weight,134
Tea,Spices & stimulants,2004,Food Weight,120
Tomatoes,Vegetables,2004,Food Weight,144
Treenuts,Oils,2004,Food Weight,128
Vegetables (other),Vegetables,2004,Food Weight,152
Wheat,Cereals,2004,Food Weight,152
Yams,Starchy roots,2004,Food Weight,51
Alcoholic beverages,Alcoholic beverages,2005,Calories,125
Animal Products (Total),Animal Products,2005,Calories,152
Apples,Fruits,2005,Calories,109
Bananas & plantains,Fruits,2005,Calories,143
Barley & beer,Alcoholic beverages,2005,Calories,145
Beans,Pulses,2005,Calories,135
Cassava,Starchy roots,2005,Calories,88
Cereals (other),Cereals ,2005,Calories,91
Citrus (other),Fruits,2005,Calories,36
Cloves,Spices & stimulants,2005,Calories,5
Cocoa beans,Spices & stimulants,2005,Calories,122
Coconuts,Oils,2005,Calories,132
Coffee,Spices & stimulants,2005,Calories,108
Cottonseed oil,Oils,2005,Calories,69
Dates,Fruits,2005,Calories,54
Fermented beverages,Alcoholic beverages,2005,Calories,56
Fruits (other),Fruits,2005,Calories,152
Grapefruit,Fruits,2005,Calories,58
Grapes & wine,Alcoholic beverages,2005,Calories,117
Groundnut,Oils,2005,Calories,145
Lemons & limes,Fruits,2005,Calories,74
Maize,Cereals,2005,Calories,146
Millets,Cereals,2005,Calories,49
Miscellaneous,Miscellaneous,2005,Calories,117
Oats,Cereals,2005,Calories,74
Oilcrops (other),Oils,2005,Calories,128
Olives,Oils,2005,Calories,101
Onions,Vegetables,2005,Calories,129
Oranges & mandarines,Fruits,2005,Calories,127
Palm oil,Oils,2005,Calories,117
Peas,Pulses,2005,Calories,114
Pepper,Vegetables,2005,Calories,70
Pimento,Spices & stimulants,2005,Calories,81
Pineapples,Fruits,2005,Calories,103
Potatoes,Starchy roots,2005,Calories,143
Pulses (other),Pulses,2005,Calories,136
Rape & mustard,Spices & stimulants,2005,Calories,97
Rice,Cereals,2005,Calories,152
Roots (other),Starchy roots,2005,Calories,76
Rye,Cereals,2005,Calories,44
Sesame ,Oils,2005,Calories,99
Sorghum,Cereals,2005,Calories,50
Soybean,Oils,2005,Calories,145
Spices (other),Spices & stimulants,2005,Calories,121
Sugar,Sweeteners,2005,Calories,152
Sunflower,Oils,2005,Calories,109
Sweet potatoes,Starchy roots,2005,Calories,96
Sweeteners (other),Sweeteners,2005,Calories,135
Tea,Spices & stimulants,2005,Calories,58
Tomatoes,Vegetables,2005,Calories,134
Treenuts,Oils,2005,Calories,124
Vegetables (other),Vegetables,2005,Calories,152
Wheat,Cereals,2005,Calories,152
Yams,Starchy roots,2005,Calories,46
Alcoholic beverages,Alcoholic beverages,2005,Fat,0
Animal Products (Total),Animal Products,2005,Fat,152
Apples,Fruits,2005,Fat,50
Bananas & plantains,Fruits,2005,Fat,69
Barley & beer,Alcoholic beverages,2005,Fat,22
Beans,Pulses,2005,Fat,77
Cassava,Starchy roots,2005,Fat,50
Cereals (other),Cereals ,2005,Fat,20
Citrus (other),Fruits,2005,Fat,6
Cloves,Spices & stimulants,2005,Fat,3
Cocoa beans,Spices & stimulants,2005,Fat,121
Coconuts,Oils,2005,Fat,132
Coffee,Spices & stimulants,2005,Fat,0
Cottonseed oil,Oils,2005,Fat,73
Dates,Fruits,2005,Fat,9
Fermented beverages,Alcoholic beverages,2005,Fat,2
Fruits (other),Fruits,2005,Fat,141
Grapefruit,Fruits,2005,Fat,5
Grapes & wine,Alcoholic beverages,2005,Fat,28
Groundnut,Oils,2005,Fat,146
Lemons & limes,Fruits,2005,Fat,16
Maize,Cereals,2005,Fat,141
Millets,Cereals,2005,Fat,34
Miscellaneous,Miscellaneous,2005,Fat,57
Oats,Cereals,2005,Fat,45
Oilcrops (other),Oils,2005,Fat,127
Olives,Oils,2005,Fat,100
Onions,Vegetables,2005,Fat,43
Oranges & mandarines,Fruits,2005,Fat,47
Palm oil,Oils,2005,Fat,117
Peas,Pulses,2005,Fat,33
Pepper,Vegetables,2005,Fat,0
Pimento,Spices & stimulants,2005,Fat,57
Pineapples,Fruits,2005,Fat,7
Potatoes,Starchy roots,2005,Fat,76
Pulses (other),Pulses,2005,Fat,94
Rape & mustard,Spices & stimulants,2005,Fat,99
Rice,Cereals,2005,Fat,143
Roots (other),Starchy roots,2005,Fat,27
Rye,Cereals,2005,Fat,17
Sesame ,Oils,2005,Fat,99
Sorghum,Cereals,2005,Fat,45
Soybean,Oils,2005,Fat,145
Spices (other),Spices & stimulants,2005,Fat,102
Sugar,Sweeteners,2005,Fat,10
Sunflower,Oils,2005,Fat,109
Sweet potatoes,Starchy roots,2005,Fat,23
Sweeteners (other),Sweeteners,2005,Fat,1
Tea,Spices & stimulants,2005,Fat,0
Tomatoes,Vegetables,2005,Fat,84
Treenuts,Oils,2005,Fat,124
Vegetables (other),Vegetables,2005,Fat,145
Wheat,Cereals,2005,Fat,152
Yams,Starchy roots,2005,Fat,13
Alcoholic beverages,Alcoholic beverages,2005,Protein,1
Animal Products (Total),Animal Products,2005,Protein,152
Apples,Fruits,2005,Protein,46
Bananas & plantains,Fruits,2005,Protein,131
Barley & beer,Alcoholic beverages,2005,Protein,126
Beans,Pulses,2005,Protein,131
Cassava,Starchy roots,2005,Protein,69
Cereals (other),Cereals ,2005,Protein,70
Citrus (other),Fruits,2005,Protein,12
Cloves,Spices & stimulants,2005,Protein,0
Cocoa beans,Spices & stimulants,2005,Protein,95
Coconuts,Oils,2005,Protein,60
Coffee,Spices & stimulants,2005,Protein,105
Cottonseed oil,Oils,2005,Protein,0
Dates,Fruits,2005,Protein,17
Fermented beverages,Alcoholic beverages,2005,Protein,28
Fruits (other),Fruits,2005,Protein,142
Grapefruit,Fruits,2005,Protein,13
Grapes & wine,Alcoholic beverages,2005,Protein,52
Groundnut,Oils,2005,Protein,132
Lemons & limes,Fruits,2005,Protein,23
Maize,Cereals,2005,Protein,135
Millets,Cereals,2005,Protein,44
Miscellaneous,Miscellaneous,2005,Protein,93
Oats,Cereals,2005,Protein,58
Oilcrops (other),Oils,2005,Protein,39
Olives,Oils,2005,Protein,16
Onions,Vegetables,2005,Protein,117
Oranges & mandarines,Fruits,2005,Protein,101
Palm oil,Oils,2005,Protein,11
Peas,Pulses,2005,Protein,107
Pepper,Vegetables,2005,Protein,26
Pimento,Spices & stimulants,2005,Protein,57
Pineapples,Fruits,2005,Protein,18
Potatoes,Starchy roots,2005,Protein,137
Pulses (other),Pulses,2005,Protein,135
Rape & mustard,Spices & stimulants,2005,Protein,57
Rice,Cereals,2005,Protein,152
Roots (other),Starchy roots,2005,Protein,57
Rye,Cereals,2005,Protein,36
Sesame ,Oils,2005,Protein,55
Sorghum,Cereals,2005,Protein,50
Soybean,Oils,2005,Protein,75
Spices (other),Spices & stimulants,2005,Protein,94
Sugar,Sweeteners,2005,Protein,15
Sunflower,Oils,2005,Protein,22
Sweet potatoes,Starchy roots,2005,Protein,60
Sweeteners (other),Sweeteners,2005,Protein,3
Tea,Spices & stimulants,2005,Protein,87
Tomatoes,Vegetables,2005,Protein,123
Treenuts,Oils,2005,Protein,106
Vegetables (other),Vegetables,2005,Protein,152
Wheat,Cereals,2005,Protein,152
Yams,Starchy roots,2005,Protein,37
Alcoholic beverages,Alcoholic beverages,2005,Food Weight,126
Animal Products (Total),Animal Products,2005,Food Weight,152
Apples,Fruits,2005,Food Weight,133
Bananas & plantains,Fruits,2005,Food Weight,146
Barley & beer,Alcoholic beverages,2005,Food Weight,147
Beans,Pulses,2005,Food Weight,136
Cassava,Starchy roots,2005,Food Weight,100
Cereals (other),Cereals ,2005,Food Weight,95
Citrus (other),Fruits,2005,Food Weight,90
Cloves,Spices & stimulants,2005,Food Weight,5
Cocoa beans,Spices & stimulants,2005,Food Weight,124
Coconuts,Oils,2005,Food Weight,132
Coffee,Spices & stimulants,2005,Food Weight,136
Cottonseed oil,Oils,2005,Food Weight,59
Dates,Fruits,2005,Food Weight,65
Fermented beverages,Alcoholic beverages,2005,Food Weight,85
Fruits (other),Fruits,2005,Food Weight,152
Grapefruit,Fruits,2005,Food Weight,104
Grapes & wine,Alcoholic beverages,2005,Food Weight,139
Groundnut,Oils,2005,Food Weight,143
Lemons & limes,Fruits,2005,Food Weight,111
Maize,Cereals,2005,Food Weight,146
Millets,Cereals,2005,Food Weight,50
Miscellaneous,Miscellaneous,2005,Food Weight,0
Oats,Cereals,2005,Food Weight,82
Oilcrops (other),Oils,2005,Food Weight,126
Olives,Oils,2005,Food Weight,91
Onions,Vegetables,2005,Food Weight,137
Oranges & mandarines,Fruits,2005,Food Weight,146
Palm oil,Oils,2005,Food Weight,111
Peas,Pulses,2005,Food Weight,114
Pepper,Vegetables,2005,Food Weight,82
Pimento,Spices & stimulants,2005,Food Weight,82
Pineapples,Fruits,2005,Food Weight,127
Potatoes,Starchy roots,2005,Food Weight,151
Pulses (other),Pulses,2005,Food Weight,137
Rape & mustard,Spices & stimulants,2005,Food Weight,89
Rice,Cereals,2005,Food Weight,152
Roots (other),Starchy roots,2005,Food Weight,87
Rye,Cereals,2005,Food Weight,44
Sesame ,Oils,2005,Food Weight,87
Sorghum,Cereals,2005,Food Weight,51
Soybean,Oils,2005,Food Weight,145
Spices (other),Spices & stimulants,2005,Food Weight,121
Sugar,Sweeteners,2005,Food Weight,152
Sunflower,Oils,2005,Food Weight,102
Sweet potatoes,Starchy roots,2005,Food Weight,106
Sweeteners (other),Sweeteners,2005,Food Weight,138
Tea,Spices & stimulants,2005,Food Weight,116
Tomatoes,Vegetables,2005,Food Weight,144
Treenuts,Oils,2005,Food Weight,127
Vegetables (other),Vegetables,2005,Food Weight,152
Wheat,Cereals,2005,Food Weight,152
Yams,Starchy roots,2005,Food Weight,51
Alcoholic beverages,Alcoholic beverages,2006,Calories,125
Animal Products (Total),Animal Products,2006,Calories,152
Apples,Fruits,2006,Calories,113
Bananas & plantains,Fruits,2006,Calories,144
Barley & beer,Alcoholic beverages,2006,Calories,144
Beans,Pulses,2006,Calories,134
Cassava,Starchy roots,2006,Calories,92
Cereals (other),Cereals ,2006,Calories,92
Citrus (other),Fruits,2006,Calories,38
Cloves,Spices & stimulants,2006,Calories,6
Cocoa beans,Spices & stimulants,2006,Calories,126
Coconuts,Oils,2006,Calories,132
Coffee,Spices & stimulants,2006,Calories,112
Cottonseed oil,Oils,2006,Calories,72
Dates,Fruits,2006,Calories,53
Fermented beverages,Alcoholic beverages,2006,Calories,60
Fruits (other),Fruits,2006,Calories,152
Grapefruit,Fruits,2006,Calories,59
Grapes & wine,Alcoholic beverages,2006,Calories,121
Groundnut,Oils,2006,Calories,145
Lemons & limes,Fruits,2006,Calories,75
Maize,Cereals,2006,Calories,147
Millets,Cereals,2006,Calories,49
Miscellaneous,Miscellaneous,2006,Calories,120
Oats,Cereals,2006,Calories,76
Oilcrops (other),Oils,2006,Calories,127
Olives,Oils,2006,Calories,97
Onions,Vegetables,2006,Calories,130
Oranges & mandarines,Fruits,2006,Calories,132
Palm oil,Oils,2006,Calories,121
Peas,Pulses,2006,Calories,115
Pepper,Vegetables,2006,Calories,76
Pimento,Spices & stimulants,2006,Calories,77
Pineapples,Fruits,2006,Calories,106
Potatoes,Starchy roots,2006,Calories,142
Pulses (other),Pulses,2006,Calories,136
Rape & mustard,Spices & stimulants,2006,Calories,89
Rice,Cereals,2006,Calories,152
Roots (other),Starchy roots,2006,Calories,80
Rye,Cereals,2006,Calories,42
Sesame ,Oils,2006,Calories,97
Sorghum,Cereals,2006,Calories,51
Soybean,Oils,2006,Calories,143
Spices (other),Spices & stimulants,2006,Calories,120
Sugar,Sweeteners,2006,Calories,152
Sunflower,Oils,2006,Calories,113
Sweet potatoes,Starchy roots,2006,Calories,95
Sweeteners (other),Sweeteners,2006,Calories,135
Tea,Spices & stimulants,2006,Calories,55
Tomatoes,Vegetables,2006,Calories,135
Treenuts,Oils,2006,Calories,125
Vegetables (other),Vegetables,2006,Calories,152
Wheat,Cereals,2006,Calories,152
Yams,Starchy roots,2006,Calories,48
Alcoholic beverages,Alcoholic beverages,2006,Fat,0
Animal Products (Total),Animal Products,2006,Fat,152
Apples,Fruits,2006,Fat,49
Bananas & plantains,Fruits,2006,Fat,69
Barley & beer,Alcoholic beverages,2006,Fat,20
Beans,Pulses,2006,Fat,76
Cassava,Starchy roots,2006,Fat,48
Cereals (other),Cereals ,2006,Fat,22
Citrus (other),Fruits,2006,Fat,6
Cloves,Spices & stimulants,2006,Fat,4
Cocoa beans,Spices & stimulants,2006,Fat,125
Coconuts,Oils,2006,Fat,132
Coffee,Spices & stimulants,2006,Fat,0
Cottonseed oil,Oils,2006,Fat,72
Dates,Fruits,2006,Fat,10
Fermented beverages,Alcoholic beverages,2006,Fat,2
Fruits (other),Fruits,2006,Fat,141
Grapefruit,Fruits,2006,Fat,3
Grapes & wine,Alcoholic beverages,2006,Fat,30
Groundnut,Oils,2006,Fat,145
Lemons & limes,Fruits,2006,Fat,15
Maize,Cereals,2006,Fat,142
Millets,Cereals,2006,Fat,33
Miscellaneous,Miscellaneous,2006,Fat,62
Oats,Cereals,2006,Fat,47
Oilcrops (other),Oils,2006,Fat,127
Olives,Oils,2006,Fat,99
Onions,Vegetables,2006,Fat,41
Oranges & mandarines,Fruits,2006,Fat,45
Palm oil,Oils,2006,Fat,121
Peas,Pulses,2006,Fat,31
Pepper,Vegetables,2006,Fat,1
Pimento,Spices & stimulants,2006,Fat,56
Pineapples,Fruits,2006,Fat,5
Potatoes,Starchy roots,2006,Fat,76
Pulses (other),Pulses,2006,Fat,93
Rape & mustard,Spices & stimulants,2006,Fat,85
Rice,Cereals,2006,Fat,144
Roots (other),Starchy roots,2006,Fat,27
Rye,Cereals,2006,Fat,16
Sesame ,Oils,2006,Fat,98
Sorghum,Cereals,2006,Fat,46
Soybean,Oils,2006,Fat,143
Spices (other),Spices & stimulants,2006,Fat,99
Sugar,Sweeteners,2006,Fat,11
Sunflower,Oils,2006,Fat,115
Sweet potatoes,Starchy roots,2006,Fat,24
Sweeteners (other),Sweeteners,2006,Fat,1
Tea,Spices & stimulants,2006,Fat,0
Tomatoes,Vegetables,2006,Fat,85
Treenuts,Oils,2006,Fat,125
Vegetables (other),Vegetables,2006,Fat,146
Wheat,Cereals,2006,Fat,152
Yams,Starchy roots,2006,Fat,14
Alcoholic beverages,Alcoholic beverages,2006,Protein,1
Animal Products (Total),Animal Products,2006,Protein,152
Apples,Fruits,2006,Protein,47
Bananas & plantains,Fruits,2006,Protein,130
Barley & beer,Alcoholic beverages,2006,Protein,129
Beans,Pulses,2006,Protein,132
Cassava,Starchy roots,2006,Protein,68
Cereals (other),Cereals ,2006,Protein,67
Citrus (other),Fruits,2006,Protein,12
Cloves,Spices & stimulants,2006,Protein,1
Cocoa beans,Spices & stimulants,2006,Protein,103
Coconuts,Oils,2006,Protein,59
Coffee,Spices & stimulants,2006,Protein,108
Cottonseed oil,Oils,2006,Protein,0
Dates,Fruits,2006,Protein,19
Fermented beverages,Alcoholic beverages,2006,Protein,28
Fruits (other),Fruits,2006,Protein,142
Grapefruit,Fruits,2006,Protein,14
Grapes & wine,Alcoholic beverages,2006,Protein,53
Groundnut,Oils,2006,Protein,133
Lemons & limes,Fruits,2006,Protein,23
Maize,Cereals,2006,Protein,136
Millets,Cereals,2006,Protein,43
Miscellaneous,Miscellaneous,2006,Protein,94
Oats,Cereals,2006,Protein,61
Oilcrops (other),Oils,2006,Protein,40
Olives,Oils,2006,Protein,20
Onions,Vegetables,2006,Protein,117
Oranges & mandarines,Fruits,2006,Protein,103
Palm oil,Oils,2006,Protein,11
Peas,Pulses,2006,Protein,111
Pepper,Vegetables,2006,Protein,26
Pimento,Spices & stimulants,2006,Protein,57
Pineapples,Fruits,2006,Protein,22
Potatoes,Starchy roots,2006,Protein,136
Pulses (other),Pulses,2006,Protein,135
Rape & mustard,Spices & stimulants,2006,Protein,53
Rice,Cereals,2006,Protein,152
Roots (other),Starchy roots,2006,Protein,56
Rye,Cereals,2006,Protein,32
Sesame ,Oils,2006,Protein,57
Sorghum,Cereals,2006,Protein,49
Soybean,Oils,2006,Protein,72
Spices (other),Spices & stimulants,2006,Protein,95
Sugar,Sweeteners,2006,Protein,14
Sunflower,Oils,2006,Protein,21
Sweet potatoes,Starchy roots,2006,Protein,63
Sweeteners (other),Sweeteners,2006,Protein,4
Tea,Spices & stimulants,2006,Protein,93
Tomatoes,Vegetables,2006,Protein,122
Treenuts,Oils,2006,Protein,105
Vegetables (other),Vegetables,2006,Protein,152
Wheat,Cereals,2006,Protein,152
Yams,Starchy roots,2006,Protein,38
Alcoholic beverages,Alcoholic beverages,2006,Food Weight,128
Animal Products (Total),Animal Products,2006,Food Weight,152
Apples,Fruits,2006,Food Weight,133
Bananas & plantains,Fruits,2006,Food Weight,148
Barley & beer,Alcoholic beverages,2006,Food Weight,148
Beans,Pulses,2006,Food Weight,134
Cassava,Starchy roots,2006,Food Weight,98
Cereals (other),Cereals ,2006,Food Weight,99
Citrus (other),Fruits,2006,Food Weight,91
Cloves,Spices & stimulants,2006,Food Weight,6
Cocoa beans,Spices & stimulants,2006,Food Weight,124
Coconuts,Oils,2006,Food Weight,133
Coffee,Spices & stimulants,2006,Food Weight,139
Cottonseed oil,Oils,2006,Food Weight,64
Dates,Fruits,2006,Food Weight,62
Fermented beverages,Alcoholic beverages,2006,Food Weight,86
Fruits (other),Fruits,2006,Food Weight,152
Grapefruit,Fruits,2006,Food Weight,105
Grapes & wine,Alcoholic beverages,2006,Food Weight,140
Groundnut,Oils,2006,Food Weight,142
Lemons & limes,Fruits,2006,Food Weight,113
Maize,Cereals,2006,Food Weight,146
Millets,Cereals,2006,Food Weight,51
Miscellaneous,Miscellaneous,2006,Food Weight,0
Oats,Cereals,2006,Food Weight,81
Oilcrops (other),Oils,2006,Food Weight,122
Olives,Oils,2006,Food Weight,91
Onions,Vegetables,2006,Food Weight,136
Oranges & mandarines,Fruits,2006,Food Weight,147
Palm oil,Oils,2006,Food Weight,116
Peas,Pulses,2006,Food Weight,115
Pepper,Vegetables,2006,Food Weight,85
Pimento,Spices & stimulants,2006,Food Weight,80
Pineapples,Fruits,2006,Food Weight,132
Potatoes,Starchy roots,2006,Food Weight,151
Pulses (other),Pulses,2006,Food Weight,136
Rape & mustard,Spices & stimulants,2006,Food Weight,85
Rice,Cereals,2006,Food Weight,152
Roots (other),Starchy roots,2006,Food Weight,89
Rye,Cereals,2006,Food Weight,42
Sesame ,Oils,2006,Food Weight,89
Sorghum,Cereals,2006,Food Weight,51
Soybean,Oils,2006,Food Weight,143
Spices (other),Spices & stimulants,2006,Food Weight,121
Sugar,Sweeteners,2006,Food Weight,152
Sunflower,Oils,2006,Food Weight,103
Sweet potatoes,Starchy roots,2006,Food Weight,108
Sweeteners (other),Sweeteners,2006,Food Weight,139
Tea,Spices & stimulants,2006,Food Weight,121
Tomatoes,Vegetables,2006,Food Weight,145
Treenuts,Oils,2006,Food Weight,128
Vegetables (other),Vegetables,2006,Food Weight,152
Wheat,Cereals,2006,Food Weight,152
Yams,Starchy roots,2006,Food Weight,50
Alcoholic beverages,Alcoholic beverages,2007,Calories,128
Animal Products (Total),Animal Products,2007,Calories,152
Apples,Fruits,2007,Calories,114
Bananas & plantains,Fruits,2007,Calories,145
Barley & beer,Alcoholic beverages,2007,Calories,146
Beans,Pulses,2007,Calories,136
Cassava,Starchy roots,2007,Calories,91
Cereals (other),Cereals ,2007,Calories,101
Citrus (other),Fruits,2007,Calories,37
Cloves,Spices & stimulants,2007,Calories,6
Cocoa beans,Spices & stimulants,2007,Calories,124
Coconuts,Oils,2007,Calories,134
Coffee,Spices & stimulants,2007,Calories,110
Cottonseed oil,Oils,2007,Calories,70
Dates,Fruits,2007,Calories,52
Fermented beverages,Alcoholic beverages,2007,Calories,57
Fruits (other),Fruits,2007,Calories,152
Grapefruit,Fruits,2007,Calories,59
Grapes & wine,Alcoholic beverages,2007,Calories,120
Groundnut,Oils,2007,Calories,148
Lemons & limes,Fruits,2007,Calories,74
Maize,Cereals,2007,Calories,148
Millets,Cereals,2007,Calories,50
Miscellaneous,Miscellaneous,2007,Calories,123
Oats,Cereals,2007,Calories,74
Oilcrops (other),Oils,2007,Calories,131
Olives,Oils,2007,Calories,105
Onions,Vegetables,2007,Calories,131
Oranges & mandarines,Fruits,2007,Calories,130
Palm oil,Oils,2007,Calories,119
Peas,Pulses,2007,Calories,117
Pepper,Vegetables,2007,Calories,71
Pimento,Spices & stimulants,2007,Calories,80
Pineapples,Fruits,2007,Calories,108
Potatoes,Starchy roots,2007,Calories,143
Pulses (other),Pulses,2007,Calories,138
Rape & mustard,Spices & stimulants,2007,Calories,91
Rice,Cereals,2007,Calories,152
Roots (other),Starchy roots,2007,Calories,81
Rye,Cereals,2007,Calories,43
Sesame ,Oils,2007,Calories,97
Sorghum,Cereals,2007,Calories,52
Soybean,Oils,2007,Calories,145
Spices (other),Spices & stimulants,2007,Calories,120
Sugar,Sweeteners,2007,Calories,152
