Item,FoodGroup,Year,Measurement,NoCountries
Rye,Cereals,1989,Protein,31
Sesame ,Oils,1989,Protein,44
Sorghum,Cereals,1989,Protein,50
Soybean,Oils,1989,Protein,55
Spices (other),Spices & stimulants,1989,Protein,68
Sugar,Sweeteners,1989,Protein,16
Sunflower,Oils,1989,Protein,12
Sweet potatoes,Starchy roots,1989,Protein,57
Sweeteners (other),Sweeteners,1989,Protein,3
Tea,Spices & stimulants,1989,Protein,70
Tomatoes,Vegetables,1989,Protein,108
Treenuts,Oils,1989,Protein,83
Vegetables (other),Vegetables,1989,Protein,152
Wheat,Cereals,1989,Protein,151
Yams,Starchy roots,1989,Protein,34
Alcoholic beverages,Alcoholic beverages,1989,Food Weight,129
Animal Products (Total),Animal Products,1989,Food Weight,152
Apples,Fruits,1989,Food Weight,107
Bananas & plantains,Fruits,1989,Food Weight,141
Barley & beer,Alcoholic beverages,1989,Food Weight,145
Beans,Pulses,1989,Food Weight,112
Cassava,Starchy roots,1989,Food Weight,88
Cereals (other),Cereals ,1989,Food Weight,86
Citrus (other),Fruits,1989,Food Weight,58
Cloves,Spices & stimulants,1989,Food Weight,7
Cocoa beans,Spices & stimulants,1989,Food Weight,106
Coconuts,Oils,1989,Food Weight,119
Coffee,Spices & stimulants,1989,Food Weight,124
Cottonseed oil,Oils,1989,Food Weight,71
Dates,Fruits,1989,Food Weight,47
Fermented beverages,Alcoholic beverages,1989,Food Weight,72
Fruits (other),Fruits,1989,Food Weight,152
Grapefruit,Fruits,1989,Food Weight,90
Grapes & wine,Alcoholic beverages,1989,Food Weight,125
Groundnut,Oils,1989,Food Weight,129
Lemons & limes,Fruits,1989,Food Weight,94
Maize,Cereals,1989,Food Weight,139
Millets,Cereals,1989,Food Weight,47
Miscellaneous,Miscellaneous,1989,Food Weight,0
Oats,Cereals,1989,Food Weight,53
Oilcrops (other),Oils,1989,Food Weight,112
Olives,Oils,1989,Food Weight,63
Onions,Vegetables,1989,Food Weight,126
Oranges & mandarines,Fruits,1989,Food Weight,132
Palm oil,Oils,1989,Food Weight,90
Peas,Pulses,1989,Food Weight,78
Pepper,Vegetables,1989,Food Weight,58
Pimento,Spices & stimulants,1989,Food Weight,64
Pineapples,Fruits,1989,Food Weight,108
Potatoes,Starchy roots,1989,Food Weight,147
Pulses (other),Pulses,1989,Food Weight,132
Rape & mustard,Spices & stimulants,1989,Food Weight,76
Rice,Cereals,1989,Food Weight,151
Roots (other),Starchy roots,1989,Food Weight,79
Rye,Cereals,1989,Food Weight,35
Sesame ,Oils,1989,Food Weight,70
Sorghum,Cereals,1989,Food Weight,51
Soybean,Oils,1989,Food Weight,132
Spices (other),Spices & stimulants,1989,Food Weight,101
Sugar,Sweeteners,1989,Food Weight,152
Sunflower,Oils,1989,Food Weight,86
Sweet potatoes,Starchy roots,1989,Food Weight,96
Sweeteners (other),Sweeteners,1989,Food Weight,112
Tea,Spices & stimulants,1989,Food Weight,107
Tomatoes,Vegetables,1989,Food Weight,137
Treenuts,Oils,1989,Food Weight,111
Vegetables (other),Vegetables,1989,Food Weight,152
Wheat,Cereals,1989,Food Weight,151
Yams,Starchy roots,1989,Food Weight,47
Alcoholic beverages,Alcoholic beverages,1990,Calories,123
Animal Products (Total),Animal Products,1990,Calories,152
Apples,Fruits,1990,Calories,95
Bananas & plantains,Fruits,1990,Calories,135
Barley & beer,Alcoholic beverages,1990,Calories,144
Beans,Pulses,1990,Calories,116
Cassava,Starchy roots,1990,Calories,83
Cereals (other),Cereals ,1990,Calories,89
Citrus (other),Fruits,1990,Calories,25
Cloves,Spices & stimulants,1990,Calories,8
Cocoa beans,Spices & stimulants,1990,Calories,100
Coconuts,Oils,1990,Calories,114
Coffee,Spices & stimulants,1990,Calories,89
Cottonseed oil,Oils,1990,Calories,74
Dates,Fruits,1990,Calories,39
Fermented beverages,Alcoholic beverages,1990,Calories,47
Fruits (other),Fruits,1990,Calories,152
Grapefruit,Fruits,1990,Calories,50
Grapes & wine,Alcoholic beverages,1990,Calories,107
Groundnut,Oils,1990,Calories,133
Lemons & limes,Fruits,1990,Calories,60
Maize,Cereals,1990,Calories,139
Millets,Cereals,1990,Calories,46
Miscellaneous,Miscellaneous,1990,Calories,83
Oats,Cereals,1990,Calories,51
Oilcrops (other),Oils,1990,Calories,117
Olives,Oils,1990,Calories,73
Onions,Vegetables,1990,Calories,120
Oranges & mandarines,Fruits,1990,Calories,117
Palm oil,Oils,1990,Calories,99
Peas,Pulses,1990,Calories,84
Pepper,Vegetables,1990,Calories,52
Pimento,Spices & stimulants,1990,Calories,69
Pineapples,Fruits,1990,Calories,89
Potatoes,Starchy roots,1990,Calories,141
Pulses (other),Pulses,1990,Calories,133
Rape & mustard,Spices & stimulants,1990,Calories,81
Rice,Cereals,1990,Calories,151
Roots (other),Starchy roots,1990,Calories,74
Rye,Cereals,1990,Calories,33
Sesame ,Oils,1990,Calories,78
Sorghum,Cereals,1990,Calories,52
Soybean,Oils,1990,Calories,137
Spices (other),Spices & stimulants,1990,Calories,99
Sugar,Sweeteners,1990,Calories,152
Sunflower,Oils,1990,Calories,84
Sweet potatoes,Starchy roots,1990,Calories,87
Sweeteners (other),Sweeteners,1990,Calories,104
Tea,Spices & stimulants,1990,Calories,47
Tomatoes,Vegetables,1990,Calories,126
Treenuts,Oils,1990,Calories,112
Vegetables (other),Vegetables,1990,Calories,152
Wheat,Cereals,1990,Calories,151
Yams,Starchy roots,1990,Calories,46
Alcoholic beverages,Alcoholic beverages,1990,Fat,0
Animal Products (Total),Animal Products,1990,Fat,152
Apples,Fruits,1990,Fat,45
Bananas & plantains,Fruits,1990,Fat,60
Barley & beer,Alcoholic beverages,1990,Fat,23
Beans,Pulses,1990,Fat,62
Cassava,Starchy roots,1990,Fat,48
Cereals (other),Cereals ,1990,Fat,18
Citrus (other),Fruits,1990,Fat,6
Cloves,Spices & stimulants,1990,Fat,2
Cocoa beans,Spices & stimulants,1990,Fat,96
Coconuts,Oils,1990,Fat,116
Coffee,Spices & stimulants,1990,Fat,0
Cottonseed oil,Oils,1990,Fat,75
Dates,Fruits,1990,Fat,9
Fermented beverages,Alcoholic beverages,1990,Fat,2
Fruits (other),Fruits,1990,Fat,136
Grapefruit,Fruits,1990,Fat,7
Grapes & wine,Alcoholic beverages,1990,Fat,32
Groundnut,Oils,1990,Fat,133
Lemons & limes,Fruits,1990,Fat,17
Maize,Cereals,1990,Fat,135
Millets,Cereals,1990,Fat,37
Miscellaneous,Miscellaneous,1990,Fat,25
Oats,Cereals,1990,Fat,33
Oilcrops (other),Oils,1990,Fat,117
Olives,Oils,1990,Fat,74
Onions,Vegetables,1990,Fat,20
Oranges & mandarines,Fruits,1990,Fat,41
Palm oil,Oils,1990,Fat,99
Peas,Pulses,1990,Fat,26
Pepper,Vegetables,1990,Fat,0
Pimento,Spices & stimulants,1990,Fat,48
Pineapples,Fruits,1990,Fat,6
Potatoes,Starchy roots,1990,Fat,67
Pulses (other),Pulses,1990,Fat,96
Rape & mustard,Spices & stimulants,1990,Fat,78
Rice,Cereals,1990,Fat,131
Roots (other),Starchy roots,1990,Fat,27
Rye,Cereals,1990,Fat,21
Sesame ,Oils,1990,Fat,79
Sorghum,Cereals,1990,Fat,49
Soybean,Oils,1990,Fat,136
Spices (other),Spices & stimulants,1990,Fat,74
Sugar,Sweeteners,1990,Fat,9
Sunflower,Oils,1990,Fat,85
Sweet potatoes,Starchy roots,1990,Fat,24
Sweeteners (other),Sweeteners,1990,Fat,1
Tea,Spices & stimulants,1990,Fat,0
Tomatoes,Vegetables,1990,Fat,66
Treenuts,Oils,1990,Fat,105
Vegetables (other),Vegetables,1990,Fat,144
Wheat,Cereals,1990,Fat,149
Yams,Starchy roots,1990,Fat,18
Alcoholic beverages,Alcoholic beverages,1990,Protein,1
Animal Products (Total),Animal Products,1990,Protein,152
Apples,Fruits,1990,Protein,42
Bananas & plantains,Fruits,1990,Protein,119
Barley & beer,Alcoholic beverages,1990,Protein,115
Beans,Pulses,1990,Protein,112
Cassava,Starchy roots,1990,Protein,67
Cereals (other),Cereals ,1990,Protein,65
Citrus (other),Fruits,1990,Protein,8
Cloves,Spices & stimulants,1990,Protein,0
Cocoa beans,Spices & stimulants,1990,Protein,82
Coconuts,Oils,1990,Protein,58
Coffee,Spices & stimulants,1990,Protein,94
Cottonseed oil,Oils,1990,Protein,0
Dates,Fruits,1990,Protein,18
Fermented beverages,Alcoholic beverages,1990,Protein,28
Fruits (other),Fruits,1990,Protein,139
Grapefruit,Fruits,1990,Protein,13
Grapes & wine,Alcoholic beverages,1990,Protein,46
Groundnut,Oils,1990,Protein,117
Lemons & limes,Fruits,1990,Protein,23
Maize,Cereals,1990,Protein,130
Millets,Cereals,1990,Protein,43
Miscellaneous,Miscellaneous,1990,Protein,58
Oats,Cereals,1990,Protein,40
Oilcrops (other),Oils,1990,Protein,27
Olives,Oils,1990,Protein,13
Onions,Vegetables,1990,Protein,103
Oranges & mandarines,Fruits,1990,Protein,88
Palm oil,Oils,1990,Protein,6
Peas,Pulses,1990,Protein,76
Pepper,Vegetables,1990,Protein,12
Pimento,Spices & stimulants,1990,Protein,48
Pineapples,Fruits,1990,Protein,12
Potatoes,Starchy roots,1990,Protein,126
Pulses (other),Pulses,1990,Protein,131
Rape & mustard,Spices & stimulants,1990,Protein,28
Rice,Cereals,1990,Protein,150
Roots (other),Starchy roots,1990,Protein,57
Rye,Cereals,1990,Protein,31
Sesame ,Oils,1990,Protein,46
Sorghum,Cereals,1990,Protein,50
Soybean,Oils,1990,Protein,59
Spices (other),Spices & stimulants,1990,Protein,64
Sugar,Sweeteners,1990,Protein,14
Sunflower,Oils,1990,Protein,15
Sweet potatoes,Starchy roots,1990,Protein,58
Sweeteners (other),Sweeteners,1990,Protein,3
Tea,Spices & stimulants,1990,Protein,76
Tomatoes,Vegetables,1990,Protein,109
Treenuts,Oils,1990,Protein,87
Vegetables (other),Vegetables,1990,Protein,152
Wheat,Cereals,1990,Protein,151
Yams,Starchy roots,1990,Protein,34
Alcoholic beverages,Alcoholic beverages,1990,Food Weight,124
Animal Products (Total),Animal Products,1990,Food Weight,152
Apples,Fruits,1990,Food Weight,110
Bananas & plantains,Fruits,1990,Food Weight,141
Barley & beer,Alcoholic beverages,1990,Food Weight,147
Beans,Pulses,1990,Food Weight,116
Cassava,Starchy roots,1990,Food Weight,90
Cereals (other),Cereals ,1990,Food Weight,91
Citrus (other),Fruits,1990,Food Weight,58
Cloves,Spices & stimulants,1990,Food Weight,8
Cocoa beans,Spices & stimulants,1990,Food Weight,104
Coconuts,Oils,1990,Food Weight,114
Coffee,Spices & stimulants,1990,Food Weight,121
Cottonseed oil,Oils,1990,Food Weight,69
Dates,Fruits,1990,Food Weight,49
Fermented beverages,Alcoholic beverages,1990,Food Weight,76
Fruits (other),Fruits,1990,Food Weight,152
Grapefruit,Fruits,1990,Food Weight,93
Grapes & wine,Alcoholic beverages,1990,Food Weight,125
Groundnut,Oils,1990,Food Weight,131
Lemons & limes,Fruits,1990,Food Weight,97
Maize,Cereals,1990,Food Weight,139
Millets,Cereals,1990,Food Weight,47
Miscellaneous,Miscellaneous,1990,Food Weight,0
Oats,Cereals,1990,Food Weight,53
Oilcrops (other),Oils,1990,Food Weight,110
Olives,Oils,1990,Food Weight,63
Onions,Vegetables,1990,Food Weight,128
Oranges & mandarines,Fruits,1990,Food Weight,131
Palm oil,Oils,1990,Food Weight,97
Peas,Pulses,1990,Food Weight,85
Pepper,Vegetables,1990,Food Weight,63
Pimento,Spices & stimulants,1990,Food Weight,70
Pineapples,Fruits,1990,Food Weight,108
Potatoes,Starchy roots,1990,Food Weight,147
Pulses (other),Pulses,1990,Food Weight,133
Rape & mustard,Spices & stimulants,1990,Food Weight,78
Rice,Cereals,1990,Food Weight,151
Roots (other),Starchy roots,1990,Food Weight,84
Rye,Cereals,1990,Food Weight,35
Sesame ,Oils,1990,Food Weight,70
Sorghum,Cereals,1990,Food Weight,52
Soybean,Oils,1990,Food Weight,134
Spices (other),Spices & stimulants,1990,Food Weight,99
Sugar,Sweeteners,1990,Food Weight,152
Sunflower,Oils,1990,Food Weight,84
Sweet potatoes,Starchy roots,1990,Food Weight,94
Sweeteners (other),Sweeteners,1990,Food Weight,111
Tea,Spices & stimulants,1990,Food Weight,108
Tomatoes,Vegetables,1990,Food Weight,137
Treenuts,Oils,1990,Food Weight,114
Vegetables (other),Vegetables,1990,Food Weight,152
Wheat,Cereals,1990,Food Weight,151
Yams,Starchy roots,1990,Food Weight,48
Alcoholic beverages,Alcoholic beverages,1991,Calories,122
Animal Products (Total),Animal Products,1991,Calories,152
Apples,Fruits,1991,Calories,95
Bananas & plantains,Fruits,1991,Calories,136
Barley & beer,Alcoholic beverages,1991,Calories,142
Beans,Pulses,1991,Calories,113
Cassava,Starchy roots,1991,Calories,83
Cereals (other),Cereals ,1991,Calories,92
Citrus (other),Fruits,1991,Calories,24
Cloves,Spices & stimulants,1991,Calories,4
Cocoa beans,Spices & stimulants,1991,Calories,101
Coconuts,Oils,1991,Calories,120
Coffee,Spices & stimulants,1991,Calories,91
Cottonseed oil,Oils,1991,Calories,73
Dates,Fruits,1991,Calories,36
Fermented beverages,Alcoholic beverages,1991,Calories,46
Fruits (other),Fruits,1991,Calories,152
Grapefruit,Fruits,1991,Calories,50
Grapes & wine,Alcoholic beverages,1991,Calories,106
Groundnut,Oils,1991,Calories,133
Lemons & limes,Fruits,1991,Calories,55
Maize,Cereals,1991,Calories,139
Millets,Cereals,1991,Calories,47
Miscellaneous,Miscellaneous,1991,Calories,82
Oats,Cereals,1991,Calories,53
Oilcrops (other),Oils,1991,Calories,115
Olives,Oils,1991,Calories,71
Onions,Vegetables,1991,Calories,118
Oranges & mandarines,Fruits,1991,Calories,116
Palm oil,Oils,1991,Calories,100
Peas,Pulses,1991,Calories,80
Pepper,Vegetables,1991,Calories,49
Pimento,Spices & stimulants,1991,Calories,66
Pineapples,Fruits,1991,Calories,92
Potatoes,Starchy roots,1991,Calories,138
Pulses (other),Pulses,1991,Calories,131
Rape & mustard,Spices & stimulants,1991,Calories,83
Rice,Cereals,1991,Calories,151
Roots (other),Starchy roots,1991,Calories,70
Rye,Cereals,1991,Calories,35
Sesame ,Oils,1991,Calories,71
Sorghum,Cereals,1991,Calories,52
Soybean,Oils,1991,Calories,138
Spices (other),Spices & stimulants,1991,Calories,99
Sugar,Sweeteners,1991,Calories,152
Sunflower,Oils,1991,Calories,89
Sweet potatoes,Starchy roots,1991,Calories,89
Sweeteners (other),Sweeteners,1991,Calories,108
Tea,Spices & stimulants,1991,Calories,46
Tomatoes,Vegetables,1991,Calories,125
Treenuts,Oils,1991,Calories,113
Vegetables (other),Vegetables,1991,Calories,152
Wheat,Cereals,1991,Calories,151
Yams,Starchy roots,1991,Calories,46
Alcoholic beverages,Alcoholic beverages,1991,Fat,0
Animal Products (Total),Animal Products,1991,Fat,152
Apples,Fruits,1991,Fat,42
Bananas & plantains,Fruits,1991,Fat,61
Barley & beer,Alcoholic beverages,1991,Fat,20
Beans,Pulses,1991,Fat,62
Cassava,Starchy roots,1991,Fat,49
Cereals (other),Cereals ,1991,Fat,19
Citrus (other),Fruits,1991,Fat,6
Cloves,Spices & stimulants,1991,Fat,4
Cocoa beans,Spices & stimulants,1991,Fat,95
Coconuts,Oils,1991,Fat,120
Coffee,Spices & stimulants,1991,Fat,0
Cottonseed oil,Oils,1991,Fat,74
Dates,Fruits,1991,Fat,9
Fermented beverages,Alcoholic beverages,1991,Fat,2
Fruits (other),Fruits,1991,Fat,134
Grapefruit,Fruits,1991,Fat,6
Grapes & wine,Alcoholic beverages,1991,Fat,27
Groundnut,Oils,1991,Fat,133
Lemons & limes,Fruits,1991,Fat,15
Maize,Cereals,1991,Fat,135
Millets,Cereals,1991,Fat,35
Miscellaneous,Miscellaneous,1991,Fat,30
Oats,Cereals,1991,Fat,30
Oilcrops (other),Oils,1991,Fat,115
Olives,Oils,1991,Fat,73
Onions,Vegetables,1991,Fat,18
Oranges & mandarines,Fruits,1991,Fat,38
Palm oil,Oils,1991,Fat,101
Peas,Pulses,1991,Fat,28
Pepper,Vegetables,1991,Fat,0
Pimento,Spices & stimulants,1991,Fat,54
Pineapples,Fruits,1991,Fat,6
Potatoes,Starchy roots,1991,Fat,69
Pulses (other),Pulses,1991,Fat,93
Rape & mustard,Spices & stimulants,1991,Fat,83
Rice,Cereals,1991,Fat,128
Roots (other),Starchy roots,1991,Fat,27
Rye,Cereals,1991,Fat,18
Sesame ,Oils,1991,Fat,72
Sorghum,Cereals,1991,Fat,47
Soybean,Oils,1991,Fat,136
Spices (other),Spices & stimulants,1991,Fat,71
Sugar,Sweeteners,1991,Fat,10
Sunflower,Oils,1991,Fat,89
Sweet potatoes,Starchy roots,1991,Fat,23
Sweeteners (other),Sweeteners,1991,Fat,1
Tea,Spices & stimulants,1991,Fat,0
Tomatoes,Vegetables,1991,Fat,68
Treenuts,Oils,1991,Fat,109
Vegetables (other),Vegetables,1991,Fat,142
Wheat,Cereals,1991,Fat,151
Yams,Starchy roots,1991,Fat,17
Alcoholic beverages,Alcoholic beverages,1991,Protein,1
Animal Products (Total),Animal Products,1991,Protein,152
Apples,Fruits,1991,Protein,38
Bananas & plantains,Fruits,1991,Protein,122
Barley & beer,Alcoholic beverages,1991,Protein,117
Beans,Pulses,1991,Protein,112
Cassava,Starchy roots,1991,Protein,67
Cereals (other),Cereals ,1991,Protein,67
Citrus (other),Fruits,1991,Protein,7
Cloves,Spices & stimulants,1991,Protein,0
Cocoa beans,Spices & stimulants,1991,Protein,82
Coconuts,Oils,1991,Protein,60
Coffee,Spices & stimulants,1991,Protein,92
Cottonseed oil,Oils,1991,Protein,1
Dates,Fruits,1991,Protein,17
Fermented beverages,Alcoholic beverages,1991,Protein,28
Fruits (other),Fruits,1991,Protein,139
Grapefruit,Fruits,1991,Protein,11
Grapes & wine,Alcoholic beverages,1991,Protein,47
Groundnut,Oils,1991,Protein,115
Lemons & limes,Fruits,1991,Protein,20
Maize,Cereals,1991,Protein,130
Millets,Cereals,1991,Protein,42
Miscellaneous,Miscellaneous,1991,Protein,56
Oats,Cereals,1991,Protein,42
Oilcrops (other),Oils,1991,Protein,28
Olives,Oils,1991,Protein,13
Onions,Vegetables,1991,Protein,102
Oranges & mandarines,Fruits,1991,Protein,94
Palm oil,Oils,1991,Protein,6
Peas,Pulses,1991,Protein,77
Pepper,Vegetables,1991,Protein,16
Pimento,Spices & stimulants,1991,Protein,51
Pineapples,Fruits,1991,Protein,13
Potatoes,Starchy roots,1991,Protein,126
Pulses (other),Pulses,1991,Protein,127
Rape & mustard,Spices & stimulants,1991,Protein,30
Rice,Cereals,1991,Protein,150
Roots (other),Starchy roots,1991,Protein,57
Rye,Cereals,1991,Protein,30
Sesame ,Oils,1991,Protein,45
Sorghum,Cereals,1991,Protein,49
Soybean,Oils,1991,Protein,60
Spices (other),Spices & stimulants,1991,Protein,63
Sugar,Sweeteners,1991,Protein,14
Sunflower,Oils,1991,Protein,16
Sweet potatoes,Starchy roots,1991,Protein,57
Sweeteners (other),Sweeteners,1991,Protein,3
Tea,Spices & stimulants,1991,Protein,72
Tomatoes,Vegetables,1991,Protein,112
Treenuts,Oils,1991,Protein,84
Vegetables (other),Vegetables,1991,Protein,152
Wheat,Cereals,1991,Protein,151
Yams,Starchy roots,1991,Protein,35
Alcoholic beverages,Alcoholic beverages,1991,Food Weight,123
Animal Products (Total),Animal Products,1991,Food Weight,152
Apples,Fruits,1991,Food Weight,113
Bananas & plantains,Fruits,1991,Food Weight,141
Barley & beer,Alcoholic beverages,1991,Food Weight,147
Beans,Pulses,1991,Food Weight,113
Cassava,Starchy roots,1991,Food Weight,90
Cereals (other),Cereals ,1991,Food Weight,93
Citrus (other),Fruits,1991,Food Weight,57
Cloves,Spices & stimulants,1991,Food Weight,5
Cocoa beans,Spices & stimulants,1991,Food Weight,105
Coconuts,Oils,1991,Food Weight,118
Coffee,Spices & stimulants,1991,Food Weight,125
Cottonseed oil,Oils,1991,Food Weight,67
Dates,Fruits,1991,Food Weight,47
Fermented beverages,Alcoholic beverages,1991,Food Weight,73
Fruits (other),Fruits,1991,Food Weight,152
Grapefruit,Fruits,1991,Food Weight,92
Grapes & wine,Alcoholic beverages,1991,Food Weight,125
Groundnut,Oils,1991,Food Weight,128
Lemons & limes,Fruits,1991,Food Weight,97
Maize,Cereals,1991,Food Weight,139
Millets,Cereals,1991,Food Weight,48
Miscellaneous,Miscellaneous,1991,Food Weight,0
Oats,Cereals,1991,Food Weight,56
Oilcrops (other),Oils,1991,Food Weight,109
Olives,Oils,1991,Food Weight,60
Onions,Vegetables,1991,Food Weight,127
Oranges & mandarines,Fruits,1991,Food Weight,131
Palm oil,Oils,1991,Food Weight,98
Peas,Pulses,1991,Food Weight,82
Pepper,Vegetables,1991,Food Weight,64
Pimento,Spices & stimulants,1991,Food Weight,70
Pineapples,Fruits,1991,Food Weight,110
Potatoes,Starchy roots,1991,Food Weight,148
Pulses (other),Pulses,1991,Food Weight,132
Rape & mustard,Spices & stimulants,1991,Food Weight,78
Rice,Cereals,1991,Food Weight,151
Roots (other),Starchy roots,1991,Food Weight,82
Rye,Cereals,1991,Food Weight,37
Sesame ,Oils,1991,Food Weight,69
Sorghum,Cereals,1991,Food Weight,52
Soybean,Oils,1991,Food Weight,138
Spices (other),Spices & stimulants,1991,Food Weight,101
Sugar,Sweeteners,1991,Food Weight,152
Sunflower,Oils,1991,Food Weight,89
Sweet potatoes,Starchy roots,1991,Food Weight,96
Sweeteners (other),Sweeteners,1991,Food Weight,116
Tea,Spices & stimulants,1991,Food Weight,104
Tomatoes,Vegetables,1991,Food Weight,137
Treenuts,Oils,1991,Food Weight,117
Vegetables (other),Vegetables,1991,Food Weight,152
Wheat,Cereals,1991,Food Weight,151
Yams,Starchy roots,1991,Food Weight,48
Alcoholic beverages,Alcoholic beverages,1992,Calories,124
Animal Products (Total),Animal Products,1992,Calories,152
Apples,Fruits,1992,Calories,93
Bananas & plantains,Fruits,1992,Calories,140
Barley & beer,Alcoholic beverages,1992,Calories,143
Beans,Pulses,1992,Calories,117
Cassava,Starchy roots,1992,Calories,87
Cereals (other),Cereals ,1992,Calories,94
Citrus (other),Fruits,1992,Calories,26
Cloves,Spices & stimulants,1992,Calories,6
Cocoa beans,Spices & stimulants,1992,Calories,107
Coconuts,Oils,1992,Calories,117
Coffee,Spices & stimulants,1992,Calories,96
Cottonseed oil,Oils,1992,Calories,76
Dates,Fruits,1992,Calories,40
Fermented beverages,Alcoholic beverages,1992,Calories,52
Fruits (other),Fruits,1992,Calories,151
Grapefruit,Fruits,1992,Calories,48
Grapes & wine,Alcoholic beverages,1992,Calories,112
Groundnut,Oils,1992,Calories,136
Lemons & limes,Fruits,1992,Calories,60
Maize,Cereals,1992,Calories,139
Millets,Cereals,1992,Calories,48
Miscellaneous,Miscellaneous,1992,Calories,83
Oats,Cereals,1992,Calories,54
Oilcrops (other),Oils,1992,Calories,116
Olives,Oils,1992,Calories,72
Onions,Vegetables,1992,Calories,121
Oranges & mandarines,Fruits,1992,Calories,117
Palm oil,Oils,1992,Calories,101
Peas,Pulses,1992,Calories,86
Pepper,Vegetables,1992,Calories,58
Pimento,Spices & stimulants,1992,Calories,70
Pineapples,Fruits,1992,Calories,94
Potatoes,Starchy roots,1992,Calories,143
Pulses (other),Pulses,1992,Calories,131
Rape & mustard,Spices & stimulants,1992,Calories,84
Rice,Cereals,1992,Calories,151
Roots (other),Starchy roots,1992,Calories,73
Rye,Cereals,1992,Calories,36
Sesame ,Oils,1992,Calories,78
Sorghum,Cereals,1992,Calories,52
Soybean,Oils,1992,Calories,140
Spices (other),Spices & stimulants,1992,Calories,102
Sugar,Sweeteners,1992,Calories,152
Sunflower,Oils,1992,Calories,93
Sweet potatoes,Starchy roots,1992,Calories,86
Sweeteners (other),Sweeteners,1992,Calories,109
Tea,Spices & stimulants,1992,Calories,49
Tomatoes,Vegetables,1992,Calories,124
Treenuts,Oils,1992,Calories,112
Vegetables (other),Vegetables,1992,Calories,152
Wheat,Cereals,1992,Calories,151
Yams,Starchy roots,1992,Calories,47
Alcoholic beverages,Alcoholic beverages,1992,Fat,0
Animal Products (Total),Animal Products,1992,Fat,152
Apples,Fruits,1992,Fat,46
Bananas & plantains,Fruits,1992,Fat,65
Barley & beer,Alcoholic beverages,1992,Fat,19
Beans,Pulses,1992,Fat,65
Cassava,Starchy roots,1992,Fat,53
Cereals (other),Cereals ,1992,Fat,22
Citrus (other),Fruits,1992,Fat,5
Cloves,Spices & stimulants,1992,Fat,3
Cocoa beans,Spices & stimulants,1992,Fat,101
Coconuts,Oils,1992,Fat,117
Coffee,Spices & stimulants,1992,Fat,0
Cottonseed oil,Oils,1992,Fat,76
Dates,Fruits,1992,Fat,8
Fermented beverages,Alcoholic beverages,1992,Fat,2
Fruits (other),Fruits,1992,Fat,135
Grapefruit,Fruits,1992,Fat,6
Grapes & wine,Alcoholic beverages,1992,Fat,32
Groundnut,Oils,1992,Fat,135
Lemons & limes,Fruits,1992,Fat,15
Maize,Cereals,1992,Fat,136
Millets,Cereals,1992,Fat,33
Miscellaneous,Miscellaneous,1992,Fat,34
Oats,Cereals,1992,Fat,31
Oilcrops (other),Oils,1992,Fat,119
Olives,Oils,1992,Fat,77
Onions,Vegetables,1992,Fat,23
Oranges & mandarines,Fruits,1992,Fat,41
Palm oil,Oils,1992,Fat,103
Peas,Pulses,1992,Fat,23
Pepper,Vegetables,1992,Fat,0
Pimento,Spices & stimulants,1992,Fat,49
Pineapples,Fruits,1992,Fat,7
Potatoes,Starchy roots,1992,Fat,71
Pulses (other),Pulses,1992,Fat,93
Rape & mustard,Spices & stimulants,1992,Fat,82
Rice,Cereals,1992,Fat,129
Roots (other),Starchy roots,1992,Fat,28
Rye,Cereals,1992,Fat,19
Sesame ,Oils,1992,Fat,78
Sorghum,Cereals,1992,Fat,46
Soybean,Oils,1992,Fat,138
Spices (other),Spices & stimulants,1992,Fat,75
Sugar,Sweeteners,1992,Fat,9
Sunflower,Oils,1992,Fat,93
Sweet potatoes,Starchy roots,1992,Fat,21
Sweeteners (other),Sweeteners,1992,Fat,1
Tea,Spices & stimulants,1992,Fat,0
Tomatoes,Vegetables,1992,Fat,70
Treenuts,Oils,1992,Fat,108
Vegetables (other),Vegetables,1992,Fat,144
Wheat,Cereals,1992,Fat,150
Yams,Starchy roots,1992,Fat,17
Alcoholic beverages,Alcoholic beverages,1992,Protein,1
Animal Products (Total),Animal Products,1992,Protein,152
Apples,Fruits,1992,Protein,40
Bananas & plantains,Fruits,1992,Protein,123
Barley & beer,Alcoholic beverages,1992,Protein,117
Beans,Pulses,1992,Protein,116
Cassava,Starchy roots,1992,Protein,69
Cereals (other),Cereals ,1992,Protein,68
Citrus (other),Fruits,1992,Protein,8
Cloves,Spices & stimulants,1992,Protein,1
Cocoa beans,Spices & stimulants,1992,Protein,82
Coconuts,Oils,1992,Protein,61
Coffee,Spices & stimulants,1992,Protein,94
Cottonseed oil,Oils,1992,Protein,1
Dates,Fruits,1992,Protein,18
Fermented beverages,Alcoholic beverages,1992,Protein,28
Fruits (other),Fruits,1992,Protein,140
Grapefruit,Fruits,1992,Protein,11
Grapes & wine,Alcoholic beverages,1992,Protein,49
Groundnut,Oils,1992,Protein,116
Lemons & limes,Fruits,1992,Protein,19
Maize,Cereals,1992,Protein,131
Millets,Cereals,1992,Protein,41
Miscellaneous,Miscellaneous,1992,Protein,59
Oats,Cereals,1992,Protein,41
Oilcrops (other),Oils,1992,Protein,33
Olives,Oils,1992,Protein,16
Onions,Vegetables,1992,Protein,107
Oranges & mandarines,Fruits,1992,Protein,96
