CountryName,Abbrev,ElementName,Year,Count
Nicaragua,Nicaragua,Food Weight,1966,25
Niger,Niger,Food Weight,1966,21
Nigeria,Nigeria,Food Weight,1966,31
Norway,Norway,Food Weight,1966,36
Pakistan,Pakistan,Food Weight,1966,31
Panama,Panama,Food Weight,1966,32
Paraguay,Paraguay,Food Weight,1966,31
Peru,Peru,Food Weight,1966,38
Philippines,Philippines,Food Weight,1966,33
Poland,Poland,Food Weight,1966,29
Portugal,Portugal,Food Weight,1966,33
South Korea,Republic of Korea,Food Weight,1966,27
Romania,Romania,Food Weight,1966,28
Rwanda,Rwanda,Food Weight,1966,20
St. Kitts,Saint Kitts and Nevis,Food Weight,1966,27
Saint Lucia,Saint Lucia,Food Weight,1966,27
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1966,32
Samoa,Samoa,Food Weight,1966,20
Sao Tome,Sao Tome and Principe,Food Weight,1966,23
Saudi Arabia,Saudi Arabia,Food Weight,1966,33
Senegal,Senegal,Food Weight,1966,32
Seychelles,Seychelles,Food Weight,1966,27
Sierra Leone,Sierra Leone,Food Weight,1966,31
Solomon Isl.,Solomon Islands,Food Weight,1966,22
South Africa,South Africa,Food Weight,1966,40
Spain,Spain,Food Weight,1966,36
Sri Lanka,Sri Lanka,Food Weight,1966,35
Sudan,Sudan (former),Food Weight,1966,35
Suriname,Suriname,Food Weight,1966,32
Swaziland,Swaziland,Food Weight,1966,22
Sweden,Sweden,Food Weight,1966,39
Switzerland,Switzerland,Food Weight,1966,42
Syria,Syrian Arab Republic,Food Weight,1966,35
Thailand,Thailand,Food Weight,1966,26
Timor-Leste,Timor-Leste,Food Weight,1966,24
Togo,Togo,Food Weight,1966,31
Trin. & Tob.,Trinidad and Tobago,Food Weight,1966,36
Tunisia,Tunisia,Food Weight,1966,32
Turkey,Turkey,Food Weight,1966,35
Uganda,Uganda,Food Weight,1966,33
Un. Arab Em.,United Arab Emirates,Food Weight,1966,19
UK,United Kingdom,Food Weight,1966,39
Tanzania,United Republic of Tanzania,Food Weight,1966,36
USA,United States of America,Food Weight,1966,44
Uruguay,Uruguay,Food Weight,1966,32
USSR,USSR,Food Weight,1966,33
Vanuatu,Vanuatu,Food Weight,1966,17
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1966,35
Vietnam,Viet Nam,Food Weight,1966,25
Yemen,Yemen,Food Weight,1966,24
Yugoslavia,Yugoslav SFR,Food Weight,1966,36
Zambia,Zambia,Food Weight,1966,32
Zimbabwe,Zimbabwe,Food Weight,1966,31
Albania,Albania,Food Weight,1967,19
Algeria,Algeria,Food Weight,1967,34
Angola,Angola,Food Weight,1967,30
Ant. & Barb.,Antigua and Barbuda,Food Weight,1967,34
Argentina,Argentina,Food Weight,1967,38
Australia,Australia,Food Weight,1967,40
Austria,Austria,Food Weight,1967,39
Bahamas,Bahamas,Food Weight,1967,30
Bangladesh,Bangladesh,Food Weight,1967,30
Barbados,Barbados,Food Weight,1967,38
Belg-Lux,Belgium-Luxembourg,Food Weight,1967,40
Belize,Belize,Food Weight,1967,27
Benin,Benin,Food Weight,1967,31
Bermuda,Bermuda,Food Weight,1967,27
Bolivia,Bolivia (Plurinational State of),Food Weight,1967,34
Botswana,Botswana,Food Weight,1967,21
Brazil,Brazil,Food Weight,1967,37
Brunei Dar.,Brunei Darussalam,Food Weight,1967,34
Bulgaria,Bulgaria,Food Weight,1967,28
Burkina Faso,Burkina Faso,Food Weight,1967,27
Burundi,Burundi,Food Weight,1967,25
Cambodia,Cambodia,Food Weight,1967,26
Cameroon,Cameroon,Food Weight,1967,34
Canada,Canada,Food Weight,1967,41
Cape Verde,Cape Verde,Food Weight,1967,26
C. Af. Rep,Central African Republic,Food Weight,1967,31
Chad,Chad,Food Weight,1967,26
Chile,Chile,Food Weight,1967,32
China,China,Food Weight,1967,39
Colombia,Colombia,Food Weight,1967,29
Comoros,Comoros,Food Weight,1967,14
Congo,Congo,Food Weight,1967,28
Costa Rica,Costa Rica,Food Weight,1967,28
Ivory Coast,C“te d'Ivoire,Food Weight,1967,37
Cuba,Cuba,Food Weight,1967,31
Cyprus,Cyprus,Food Weight,1967,37
Czech.,Czechoslovakia,Food Weight,1967,36
North Korea,Democratic People's Republic of Korea,Food Weight,1967,21
Denmark,Denmark,Food Weight,1967,38
Djibouti,Djibouti,Food Weight,1967,14
Dominica,Dominica,Food Weight,1967,29
Dom. Rep.,Dominican Republic,Food Weight,1967,37
Ecuador,Ecuador,Food Weight,1967,38
Egypt,Egypt,Food Weight,1967,34
El Salvador,El Salvador,Food Weight,1967,30
Ethiopia,Ethiopia PDR,Food Weight,1967,32
Fiji,Fiji,Food Weight,1967,33
Finland,Finland,Food Weight,1967,33
France,France,Food Weight,1967,41
Frch. Polyn.,French Polynesia,Food Weight,1967,34
Gabon,Gabon,Food Weight,1967,26
Gambia,Gambia,Food Weight,1967,19
Germany,Germany,Food Weight,1967,41
Ghana,Ghana,Food Weight,1967,31
Greece,Greece,Food Weight,1967,35
Grenada,Grenada,Food Weight,1967,35
Guatemala,Guatemala,Food Weight,1967,27
Guinea,Guinea,Food Weight,1967,23
Guinea-Biss.,Guinea-Bissau,Food Weight,1967,26
Guyana,Guyana,Food Weight,1967,33
Haiti,Haiti,Food Weight,1967,32
Honduras,Honduras,Food Weight,1967,30
Hungary,Hungary,Food Weight,1967,33
Iceland,Iceland,Food Weight,1967,31
India,India,Food Weight,1967,38
Indonesia,Indonesia,Food Weight,1967,26
Iran,Iran (Islamic Republic of),Food Weight,1967,31
Ireland,Ireland,Food Weight,1967,37
Israel,Israel,Food Weight,1967,38
Italy,Italy,Food Weight,1967,38
Jamaica,Jamaica,Food Weight,1967,37
Japan,Japan,Food Weight,1967,44
Jordan,Jordan,Food Weight,1967,33
Kenya,Kenya,Food Weight,1967,38
Kiribati,Kiribati,Food Weight,1967,13
Kuwait,Kuwait,Food Weight,1967,30
Laos,Lao People's Democratic Republic,Food Weight,1967,25
Lebanon,Lebanon,Food Weight,1967,38
Lesotho,Lesotho,Food Weight,1967,15
Liberia,Liberia,Food Weight,1967,29
Libya,Libya,Food Weight,1967,35
Madagascar,Madagascar,Food Weight,1967,33
Malawi,Malawi,Food Weight,1967,24
Malaysia,Malaysia,Food Weight,1967,41
Maldives,Maldives,Food Weight,1967,14
Mali,Mali,Food Weight,1967,25
Malta,Malta,Food Weight,1967,35
Mauritania,Mauritania,Food Weight,1967,20
Mauritius,Mauritius,Food Weight,1967,31
Mexico,Mexico,Food Weight,1967,39
Mongolia,Mongolia,Food Weight,1967,12
Morocco,Morocco,Food Weight,1967,41
Mozambique,Mozambique,Food Weight,1967,35
Myanmar,Myanmar,Food Weight,1967,28
Namibia,Namibia,Food Weight,1967,12
Nepal,Nepal,Food Weight,1967,16
Netherlands,Netherlands,Food Weight,1967,35
New Caledon.,New Caledonia,Food Weight,1967,29
New Zealand,New Zealand,Food Weight,1967,36
Nicaragua,Nicaragua,Food Weight,1967,25
Niger,Niger,Food Weight,1967,21
Nigeria,Nigeria,Food Weight,1967,31
Norway,Norway,Food Weight,1967,36
Pakistan,Pakistan,Food Weight,1967,32
Panama,Panama,Food Weight,1967,31
Paraguay,Paraguay,Food Weight,1967,30
Peru,Peru,Food Weight,1967,38
Philippines,Philippines,Food Weight,1967,33
Poland,Poland,Food Weight,1967,30
Portugal,Portugal,Food Weight,1967,34
South Korea,Republic of Korea,Food Weight,1967,28
Romania,Romania,Food Weight,1967,28
Rwanda,Rwanda,Food Weight,1967,20
St. Kitts,Saint Kitts and Nevis,Food Weight,1967,27
Saint Lucia,Saint Lucia,Food Weight,1967,27
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1967,32
Samoa,Samoa,Food Weight,1967,20
Sao Tome,Sao Tome and Principe,Food Weight,1967,24
Saudi Arabia,Saudi Arabia,Food Weight,1967,34
Senegal,Senegal,Food Weight,1967,32
Seychelles,Seychelles,Food Weight,1967,27
Sierra Leone,Sierra Leone,Food Weight,1967,32
Solomon Isl.,Solomon Islands,Food Weight,1967,22
South Africa,South Africa,Food Weight,1967,41
Spain,Spain,Food Weight,1967,36
Sri Lanka,Sri Lanka,Food Weight,1967,36
Sudan,Sudan (former),Food Weight,1967,36
Suriname,Suriname,Food Weight,1967,32
Swaziland,Swaziland,Food Weight,1967,22
Sweden,Sweden,Food Weight,1967,40
Switzerland,Switzerland,Food Weight,1967,42
Syria,Syrian Arab Republic,Food Weight,1967,33
Thailand,Thailand,Food Weight,1967,28
Timor-Leste,Timor-Leste,Food Weight,1967,25
Togo,Togo,Food Weight,1967,31
Trin. & Tob.,Trinidad and Tobago,Food Weight,1967,35
Tunisia,Tunisia,Food Weight,1967,31
Turkey,Turkey,Food Weight,1967,33
Uganda,Uganda,Food Weight,1967,30
Un. Arab Em.,United Arab Emirates,Food Weight,1967,20
UK,United Kingdom,Food Weight,1967,41
Tanzania,United Republic of Tanzania,Food Weight,1967,36
USA,United States of America,Food Weight,1967,44
Uruguay,Uruguay,Food Weight,1967,32
USSR,USSR,Food Weight,1967,35
Vanuatu,Vanuatu,Food Weight,1967,17
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1967,36
Vietnam,Viet Nam,Food Weight,1967,25
Yemen,Yemen,Food Weight,1967,23
Yugoslavia,Yugoslav SFR,Food Weight,1967,34
Zambia,Zambia,Food Weight,1967,30
Zimbabwe,Zimbabwe,Food Weight,1967,28
Albania,Albania,Food Weight,1968,19
Algeria,Algeria,Food Weight,1968,34
Angola,Angola,Food Weight,1968,30
Ant. & Barb.,Antigua and Barbuda,Food Weight,1968,33
Argentina,Argentina,Food Weight,1968,38
Australia,Australia,Food Weight,1968,40
Austria,Austria,Food Weight,1968,38
Bahamas,Bahamas,Food Weight,1968,31
Bangladesh,Bangladesh,Food Weight,1968,29
Barbados,Barbados,Food Weight,1968,39
Belg-Lux,Belgium-Luxembourg,Food Weight,1968,42
Belize,Belize,Food Weight,1968,28
Benin,Benin,Food Weight,1968,31
Bermuda,Bermuda,Food Weight,1968,28
Bolivia,Bolivia (Plurinational State of),Food Weight,1968,33
Botswana,Botswana,Food Weight,1968,21
Brazil,Brazil,Food Weight,1968,38
Brunei Dar.,Brunei Darussalam,Food Weight,1968,33
Bulgaria,Bulgaria,Food Weight,1968,29
Burkina Faso,Burkina Faso,Food Weight,1968,27
Burundi,Burundi,Food Weight,1968,25
Cambodia,Cambodia,Food Weight,1968,27
Cameroon,Cameroon,Food Weight,1968,33
Canada,Canada,Food Weight,1968,42
Cape Verde,Cape Verde,Food Weight,1968,26
C. Af. Rep,Central African Republic,Food Weight,1968,31
Chad,Chad,Food Weight,1968,27
Chile,Chile,Food Weight,1968,31
China,China,Food Weight,1968,40
Colombia,Colombia,Food Weight,1968,30
Comoros,Comoros,Food Weight,1968,14
Congo,Congo,Food Weight,1968,27
Costa Rica,Costa Rica,Food Weight,1968,27
Ivory Coast,C“te d'Ivoire,Food Weight,1968,37
Cuba,Cuba,Food Weight,1968,30
Cyprus,Cyprus,Food Weight,1968,37
Czech.,Czechoslovakia,Food Weight,1968,37
North Korea,Democratic People's Republic of Korea,Food Weight,1968,21
Denmark,Denmark,Food Weight,1968,38
Djibouti,Djibouti,Food Weight,1968,14
Dominica,Dominica,Food Weight,1968,29
Dom. Rep.,Dominican Republic,Food Weight,1968,36
Ecuador,Ecuador,Food Weight,1968,38
Egypt,Egypt,Food Weight,1968,35
El Salvador,El Salvador,Food Weight,1968,32
Ethiopia,Ethiopia PDR,Food Weight,1968,33
Fiji,Fiji,Food Weight,1968,33
Finland,Finland,Food Weight,1968,33
France,France,Food Weight,1968,41
Frch. Polyn.,French Polynesia,Food Weight,1968,34
Gabon,Gabon,Food Weight,1968,28
Gambia,Gambia,Food Weight,1968,21
Germany,Germany,Food Weight,1968,41
Ghana,Ghana,Food Weight,1968,29
Greece,Greece,Food Weight,1968,34
Grenada,Grenada,Food Weight,1968,36
Guatemala,Guatemala,Food Weight,1968,26
Guinea,Guinea,Food Weight,1968,23
Guinea-Biss.,Guinea-Bissau,Food Weight,1968,26
Guyana,Guyana,Food Weight,1968,31
Haiti,Haiti,Food Weight,1968,31
Honduras,Honduras,Food Weight,1968,31
Hungary,Hungary,Food Weight,1968,34
Iceland,Iceland,Food Weight,1968,30
India,India,Food Weight,1968,40
Indonesia,Indonesia,Food Weight,1968,27
Iran,Iran (Islamic Republic of),Food Weight,1968,31
Ireland,Ireland,Food Weight,1968,35
Israel,Israel,Food Weight,1968,40
Italy,Italy,Food Weight,1968,37
Jamaica,Jamaica,Food Weight,1968,37
Japan,Japan,Food Weight,1968,44
Jordan,Jordan,Food Weight,1968,32
Kenya,Kenya,Food Weight,1968,37
Kiribati,Kiribati,Food Weight,1968,13
Kuwait,Kuwait,Food Weight,1968,28
Laos,Lao People's Democratic Republic,Food Weight,1968,27
Lebanon,Lebanon,Food Weight,1968,38
Lesotho,Lesotho,Food Weight,1968,15
Liberia,Liberia,Food Weight,1968,28
Libya,Libya,Food Weight,1968,34
Madagascar,Madagascar,Food Weight,1968,35
Malawi,Malawi,Food Weight,1968,23
Malaysia,Malaysia,Food Weight,1968,42
Maldives,Maldives,Food Weight,1968,14
Mali,Mali,Food Weight,1968,24
Malta,Malta,Food Weight,1968,36
Mauritania,Mauritania,Food Weight,1968,20
Mauritius,Mauritius,Food Weight,1968,32
Mexico,Mexico,Food Weight,1968,39
Mongolia,Mongolia,Food Weight,1968,12
Morocco,Morocco,Food Weight,1968,40
Mozambique,Mozambique,Food Weight,1968,33
Myanmar,Myanmar,Food Weight,1968,28
Namibia,Namibia,Food Weight,1968,12
Nepal,Nepal,Food Weight,1968,16
Netherlands,Netherlands,Food Weight,1968,33
New Caledon.,New Caledonia,Food Weight,1968,29
New Zealand,New Zealand,Food Weight,1968,37
Nicaragua,Nicaragua,Food Weight,1968,25
Niger,Niger,Food Weight,1968,21
Nigeria,Nigeria,Food Weight,1968,31
Norway,Norway,Food Weight,1968,36
Pakistan,Pakistan,Food Weight,1968,32
Panama,Panama,Food Weight,1968,32
Paraguay,Paraguay,Food Weight,1968,32
Peru,Peru,Food Weight,1968,36
Philippines,Philippines,Food Weight,1968,34
Poland,Poland,Food Weight,1968,31
Portugal,Portugal,Food Weight,1968,35
South Korea,Republic of Korea,Food Weight,1968,27
Romania,Romania,Food Weight,1968,29
Rwanda,Rwanda,Food Weight,1968,20
St. Kitts,Saint Kitts and Nevis,Food Weight,1968,28
Saint Lucia,Saint Lucia,Food Weight,1968,27
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1968,32
Samoa,Samoa,Food Weight,1968,20
Sao Tome,Sao Tome and Principe,Food Weight,1968,25
Saudi Arabia,Saudi Arabia,Food Weight,1968,35
Senegal,Senegal,Food Weight,1968,33
Seychelles,Seychelles,Food Weight,1968,28
Sierra Leone,Sierra Leone,Food Weight,1968,32
Solomon Isl.,Solomon Islands,Food Weight,1968,23
South Africa,South Africa,Food Weight,1968,41
Spain,Spain,Food Weight,1968,36
Sri Lanka,Sri Lanka,Food Weight,1968,35
Sudan,Sudan (former),Food Weight,1968,35
Suriname,Suriname,Food Weight,1968,32
Swaziland,Swaziland,Food Weight,1968,22
Sweden,Sweden,Food Weight,1968,38
Switzerland,Switzerland,Food Weight,1968,42
Syria,Syrian Arab Republic,Food Weight,1968,34
Thailand,Thailand,Food Weight,1968,27
Timor-Leste,Timor-Leste,Food Weight,1968,24
Togo,Togo,Food Weight,1968,30
Trin. & Tob.,Trinidad and Tobago,Food Weight,1968,34
Tunisia,Tunisia,Food Weight,1968,33
Turkey,Turkey,Food Weight,1968,34
Uganda,Uganda,Food Weight,1968,33
Un. Arab Em.,United Arab Emirates,Food Weight,1968,20
UK,United Kingdom,Food Weight,1968,42
Tanzania,United Republic of Tanzania,Food Weight,1968,36
USA,United States of America,Food Weight,1968,44
Uruguay,Uruguay,Food Weight,1968,32
USSR,USSR,Food Weight,1968,34
Vanuatu,Vanuatu,Food Weight,1968,17
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1968,35
Vietnam,Viet Nam,Food Weight,1968,27
Yemen,Yemen,Food Weight,1968,23
Yugoslavia,Yugoslav SFR,Food Weight,1968,34
Zambia,Zambia,Food Weight,1968,32
Zimbabwe,Zimbabwe,Food Weight,1968,28
Albania,Albania,Food Weight,1969,19
Algeria,Algeria,Food Weight,1969,38
Angola,Angola,Food Weight,1969,31
Ant. & Barb.,Antigua and Barbuda,Food Weight,1969,33
Argentina,Argentina,Food Weight,1969,39
Australia,Australia,Food Weight,1969,40
Austria,Austria,Food Weight,1969,38
Bahamas,Bahamas,Food Weight,1969,31
Bangladesh,Bangladesh,Food Weight,1969,29
Barbados,Barbados,Food Weight,1969,37
Belg-Lux,Belgium-Luxembourg,Food Weight,1969,41
Belize,Belize,Food Weight,1969,28
Benin,Benin,Food Weight,1969,31
Bermuda,Bermuda,Food Weight,1969,27
Bolivia,Bolivia (Plurinational State of),Food Weight,1969,33
Botswana,Botswana,Food Weight,1969,21
Brazil,Brazil,Food Weight,1969,38
Brunei Dar.,Brunei Darussalam,Food Weight,1969,33
Bulgaria,Bulgaria,Food Weight,1969,30
Burkina Faso,Burkina Faso,Food Weight,1969,27
Burundi,Burundi,Food Weight,1969,23
Cambodia,Cambodia,Food Weight,1969,27
Cameroon,Cameroon,Food Weight,1969,34
Canada,Canada,Food Weight,1969,42
Cape Verde,Cape Verde,Food Weight,1969,29
C. Af. Rep,Central African Republic,Food Weight,1969,27
Chad,Chad,Food Weight,1969,28
Chile,Chile,Food Weight,1969,32
China,China,Food Weight,1969,41
Colombia,Colombia,Food Weight,1969,31
Comoros,Comoros,Food Weight,1969,15
Congo,Congo,Food Weight,1969,27
Costa Rica,Costa Rica,Food Weight,1969,27
Ivory Coast,C“te d'Ivoire,Food Weight,1969,36
Cuba,Cuba,Food Weight,1969,28
Cyprus,Cyprus,Food Weight,1969,36
Czech.,Czechoslovakia,Food Weight,1969,37
North Korea,Democratic People's Republic of Korea,Food Weight,1969,21
Denmark,Denmark,Food Weight,1969,37
Djibouti,Djibouti,Food Weight,1969,13
Dominica,Dominica,Food Weight,1969,29
Dom. Rep.,Dominican Republic,Food Weight,1969,37
Ecuador,Ecuador,Food Weight,1969,38
Egypt,Egypt,Food Weight,1969,35
El Salvador,El Salvador,Food Weight,1969,32
Ethiopia,Ethiopia PDR,Food Weight,1969,34
Fiji,Fiji,Food Weight,1969,34
Finland,Finland,Food Weight,1969,35
France,France,Food Weight,1969,40
Frch. Polyn.,French Polynesia,Food Weight,1969,34
Gabon,Gabon,Food Weight,1969,27
Gambia,Gambia,Food Weight,1969,20
Germany,Germany,Food Weight,1969,41
Ghana,Ghana,Food Weight,1969,30
Greece,Greece,Food Weight,1969,36
Grenada,Grenada,Food Weight,1969,37
Guatemala,Guatemala,Food Weight,1969,28
Guinea,Guinea,Food Weight,1969,23
Guinea-Biss.,Guinea-Bissau,Food Weight,1969,26
Guyana,Guyana,Food Weight,1969,31
Haiti,Haiti,Food Weight,1969,31
Honduras,Honduras,Food Weight,1969,29
Hungary,Hungary,Food Weight,1969,32
Iceland,Iceland,Food Weight,1969,30
India,India,Food Weight,1969,39
Indonesia,Indonesia,Food Weight,1969,27
Iran,Iran (Islamic Republic of),Food Weight,1969,30
Ireland,Ireland,Food Weight,1969,34
Israel,Israel,Food Weight,1969,40
Italy,Italy,Food Weight,1969,38
Jamaica,Jamaica,Food Weight,1969,37
Japan,Japan,Food Weight,1969,42
Jordan,Jordan,Food Weight,1969,29
Kenya,Kenya,Food Weight,1969,41
Kiribati,Kiribati,Food Weight,1969,14
Kuwait,Kuwait,Food Weight,1969,31
Laos,Lao People's Democratic Republic,Food Weight,1969,27
Lebanon,Lebanon,Food Weight,1969,38
Lesotho,Lesotho,Food Weight,1969,15
Liberia,Liberia,Food Weight,1969,27
Libya,Libya,Food Weight,1969,33
Madagascar,Madagascar,Food Weight,1969,34
Malawi,Malawi,Food Weight,1969,24
Malaysia,Malaysia,Food Weight,1969,43
Maldives,Maldives,Food Weight,1969,14
Mali,Mali,Food Weight,1969,26
Malta,Malta,Food Weight,1969,34
Mauritania,Mauritania,Food Weight,1969,20
Mauritius,Mauritius,Food Weight,1969,33
Mexico,Mexico,Food Weight,1969,39
Mongolia,Mongolia,Food Weight,1969,12
Morocco,Morocco,Food Weight,1969,37
Mozambique,Mozambique,Food Weight,1969,35
Myanmar,Myanmar,Food Weight,1969,27
Namibia,Namibia,Food Weight,1969,12
Nepal,Nepal,Food Weight,1969,16
Netherlands,Netherlands,Food Weight,1969,35
New Caledon.,New Caledonia,Food Weight,1969,29
New Zealand,New Zealand,Food Weight,1969,37
Nicaragua,Nicaragua,Food Weight,1969,25
Niger,Niger,Food Weight,1969,22
Nigeria,Nigeria,Food Weight,1969,31
Norway,Norway,Food Weight,1969,36
Pakistan,Pakistan,Food Weight,1969,31
Panama,Panama,Food Weight,1969,32
Paraguay,Paraguay,Food Weight,1969,31
Peru,Peru,Food Weight,1969,37
Philippines,Philippines,Food Weight,1969,32
Poland,Poland,Food Weight,1969,30
Portugal,Portugal,Food Weight,1969,36
South Korea,Republic of Korea,Food Weight,1969,28
Romania,Romania,Food Weight,1969,29
Rwanda,Rwanda,Food Weight,1969,21
St. Kitts,Saint Kitts and Nevis,Food Weight,1969,28
Saint Lucia,Saint Lucia,Food Weight,1969,27
St. Vincent,Saint Vincent and the Grenadines,Food Weight,1969,32
Samoa,Samoa,Food Weight,1969,21
Sao Tome,Sao Tome and Principe,Food Weight,1969,27
Saudi Arabia,Saudi Arabia,Food Weight,1969,35
Senegal,Senegal,Food Weight,1969,32
Seychelles,Seychelles,Food Weight,1969,25
Sierra Leone,Sierra Leone,Food Weight,1969,35
Solomon Isl.,Solomon Islands,Food Weight,1969,22
South Africa,South Africa,Food Weight,1969,41
Spain,Spain,Food Weight,1969,37
Sri Lanka,Sri Lanka,Food Weight,1969,34
Sudan,Sudan (former),Food Weight,1969,35
Suriname,Suriname,Food Weight,1969,32
Swaziland,Swaziland,Food Weight,1969,23
Sweden,Sweden,Food Weight,1969,39
Switzerland,Switzerland,Food Weight,1969,42
Syria,Syrian Arab Republic,Food Weight,1969,32
Thailand,Thailand,Food Weight,1969,29
Timor-Leste,Timor-Leste,Food Weight,1969,26
Togo,Togo,Food Weight,1969,30
Trin. & Tob.,Trinidad and Tobago,Food Weight,1969,35
Tunisia,Tunisia,Food Weight,1969,32
Turkey,Turkey,Food Weight,1969,34
Uganda,Uganda,Food Weight,1969,32
Un. Arab Em.,United Arab Emirates,Food Weight,1969,18
UK,United Kingdom,Food Weight,1969,41
Tanzania,United Republic of Tanzania,Food Weight,1969,36
USA,United States of America,Food Weight,1969,45
Uruguay,Uruguay,Food Weight,1969,33
USSR,USSR,Food Weight,1969,34
Vanuatu,Vanuatu,Food Weight,1969,17
Venezuela,Venezuela (Bolivarian Republic of),Food Weight,1969,36
Vietnam,Viet Nam,Food Weight,1969,26
Yemen,Yemen,Food Weight,1969,25
Yugoslavia,Yugoslav SFR,Food Weight,1969,31
Zambia,Zambia,Food Weight,1969,31
Zimbabwe,Zimbabwe,Food Weight,1969,29
Albania,Albania,Food Weight,1970,19
Algeria,Algeria,Food Weight,1970,37
Angola,Angola,Food Weight,1970,30
Ant. & Barb.,Antigua and Barbuda,Food Weight,1970,34
Argentina,Argentina,Food Weight,1970,38
Australia,Australia,Food Weight,1970,41
Austria,Austria,Food Weight,1970,39
Bahamas,Bahamas,Food Weight,1970,30
Bangladesh,Bangladesh,Food Weight,1970,27
Barbados,Barbados,Food Weight,1970,37
Belg-Lux,Belgium-Luxembourg,Food Weight,1970,40
Belize,Belize,Food Weight,1970,28
Benin,Benin,Food Weight,1970,31
Bermuda,Bermuda,Food Weight,1970,27
Bolivia,Bolivia (Plurinational State of),Food Weight,1970,35
Botswana,Botswana,Food Weight,1970,21
Brazil,Brazil,Food Weight,1970,37
Brunei Dar.,Brunei Darussalam,Food Weight,1970,33
Bulgaria,Bulgaria,Food Weight,1970,29
Burkina Faso,Burkina Faso,Food Weight,1970,26
Burundi,Burundi,Food Weight,1970,24
Cambodia,Cambodia,Food Weight,1970,29
Cameroon,Cameroon,Food Weight,1970,34
Canada,Canada,Food Weight,1970,43
Cape Verde,Cape Verde,Food Weight,1970,28
C. Af. Rep,Central African Republic,Food Weight,1970,29
Chad,Chad,Food Weight,1970,28
Chile,Chile,Food Weight,1970,33
China,China,Food Weight,1970,41
Colombia,Colombia,Food Weight,1970,31
Comoros,Comoros,Food Weight,1970,15
Congo,Congo,Food Weight,1970,27
Costa Rica,Costa Rica,Food Weight,1970,29
Ivory Coast,C“te d'Ivoire,Food Weight,1970,36
Cuba,Cuba,Food Weight,1970,30
Cyprus,Cyprus,Food Weight,1970,38
Czech.,Czechoslovakia,Food Weight,1970,37
North Korea,Democratic People's Republic of Korea,Food Weight,1970,21
Denmark,Denmark,Food Weight,1970,36
Djibouti,Djibouti,Food Weight,1970,13
Dominica,Dominica,Food Weight,1970,28
Dom. Rep.,Dominican Republic,Food Weight,1970,37
Ecuador,Ecuador,Food Weight,1970,38
Egypt,Egypt,Food Weight,1970,34
El Salvador,El Salvador,Food Weight,1970,30
Ethiopia,Ethiopia PDR,Food Weight,1970,34
Fiji,Fiji,Food Weight,1970,34
Finland,Finland,Food Weight,1970,34
France,France,Food Weight,1970,40
Frch. Polyn.,French Polynesia,Food Weight,1970,34
Gabon,Gabon,Food Weight,1970,26
Gambia,Gambia,Food Weight,1970,20
Germany,Germany,Food Weight,1970,40
Ghana,Ghana,Food Weight,1970,30
Greece,Greece,Food Weight,1970,36
Grenada,Grenada,Food Weight,1970,36
Guatemala,Guatemala,Food Weight,1970,30
Guinea,Guinea,Food Weight,1970,23
Guinea-Biss.,Guinea-Bissau,Food Weight,1970,26
Guyana,Guyana,Food Weight,1970,30
Haiti,Haiti,Food Weight,1970,30
Honduras,Honduras,Food Weight,1970,31
Hungary,Hungary,Food Weight,1970,31
Iceland,Iceland,Food Weight,1970,30
India,India,Food Weight,1970,40
Indonesia,Indonesia,Food Weight,1970,28
Iran,Iran (Islamic Republic of),Food Weight,1970,30
Ireland,Ireland,Food Weight,1970,36
Israel,Israel,Food Weight,1970,40
Italy,Italy,Food Weight,1970,38
Jamaica,Jamaica,Food Weight,1970,38
Japan,Japan,Food Weight,1970,43
Jordan,Jordan,Food Weight,1970,30
Kenya,Kenya,Food Weight,1970,36
Kiribati,Kiribati,Food Weight,1970,15
Kuwait,Kuwait,Food Weight,1970,30
Laos,Lao People's Democratic Republic,Food Weight,1970,28
Lebanon,Lebanon,Food Weight,1970,38
Lesotho,Lesotho,Food Weight,1970,15
Liberia,Liberia,Food Weight,1970,29
Libya,Libya,Food Weight,1970,31
Madagascar,Madagascar,Food Weight,1970,35
Malawi,Malawi,Food Weight,1970,23
Malaysia,Malaysia,Food Weight,1970,44
Maldives,Maldives,Food Weight,1970,16
Mali,Mali,Food Weight,1970,25
Malta,Malta,Food Weight,1970,36
Mauritania,Mauritania,Food Weight,1970,21
Mauritius,Mauritius,Food Weight,1970,30
Mexico,Mexico,Food Weight,1970,39
Mongolia,Mongolia,Food Weight,1970,12
Morocco,Morocco,Food Weight,1970,40
Mozambique,Mozambique,Food Weight,1970,35
Myanmar,Myanmar,Food Weight,1970,27
Namibia,Namibia,Food Weight,1970,12
Nepal,Nepal,Food Weight,1970,15
Netherlands,Netherlands,Food Weight,1970,34
New Caledon.,New Caledonia,Food Weight,1970,28
New Zealand,New Zealand,Food Weight,1970,38
Nicaragua,Nicaragua,Food Weight,1970,27
Niger,Niger,Food Weight,1970,22
Nigeria,Nigeria,Food Weight,1970,31
Norway,Norway,Food Weight,1970,35
Pakistan,Pakistan,Food Weight,1970,31
