CountryName,Abbrev,ElementName,Year,Count
Thailand,Thailand,Calories,1977,26
Timor-Leste,Timor-Leste,Calories,1977,21
Togo,Togo,Calories,1977,28
Trin. & Tob.,Trinidad and Tobago,Calories,1977,33
Tunisia,Tunisia,Calories,1977,33
Turkey,Turkey,Calories,1977,34
Uganda,Uganda,Calories,1977,26
Un. Arab Em.,United Arab Emirates,Calories,1977,32
UK,United Kingdom,Calories,1977,38
Tanzania,United Republic of Tanzania,Calories,1977,34
USA,United States of America,Calories,1977,43
Uruguay,Uruguay,Calories,1977,31
USSR,USSR,Calories,1977,31
Vanuatu,Vanuatu,Calories,1977,15
Venezuela,Venezuela (Bolivarian Republic of),Calories,1977,37
Vietnam,Viet Nam,Calories,1977,23
Yemen,Yemen,Calories,1977,26
Yugoslavia,Yugoslav SFR,Calories,1977,32
Zambia,Zambia,Calories,1977,24
Zimbabwe,Zimbabwe,Calories,1977,25
Albania,Albania,Calories,1978,19
Algeria,Algeria,Calories,1978,35
Angola,Angola,Calories,1978,27
Ant. & Barb.,Antigua and Barbuda,Calories,1978,30
Argentina,Argentina,Calories,1978,38
Australia,Australia,Calories,1978,39
Austria,Austria,Calories,1978,39
Bahamas,Bahamas,Calories,1978,27
Bangladesh,Bangladesh,Calories,1978,26
Barbados,Barbados,Calories,1978,34
Belg-Lux,Belgium-Luxembourg,Calories,1978,40
Belize,Belize,Calories,1978,26
Benin,Benin,Calories,1978,33
Bermuda,Bermuda,Calories,1978,27
Bolivia,Bolivia (Plurinational State of),Calories,1978,34
Botswana,Botswana,Calories,1978,26
Brazil,Brazil,Calories,1978,35
Brunei Dar.,Brunei Darussalam,Calories,1978,34
Bulgaria,Bulgaria,Calories,1978,26
Burkina Faso,Burkina Faso,Calories,1978,24
Burundi,Burundi,Calories,1978,24
Cambodia,Cambodia,Calories,1978,22
Cameroon,Cameroon,Calories,1978,33
Canada,Canada,Calories,1978,44
Cape Verde,Cape Verde,Calories,1978,26
C. Af. Rep,Central African Republic,Calories,1978,26
Chad,Chad,Calories,1978,24
Chile,Chile,Calories,1978,33
China,China,Calories,1978,35
Colombia,Colombia,Calories,1978,31
Comoros,Comoros,Calories,1978,14
Congo,Congo,Calories,1978,27
Costa Rica,Costa Rica,Calories,1978,30
Ivory Coast,C“te d'Ivoire,Calories,1978,33
Cuba,Cuba,Calories,1978,27
Cyprus,Cyprus,Calories,1978,38
Czech.,Czechoslovakia,Calories,1978,36
North Korea,Democratic People's Republic of Korea,Calories,1978,21
Denmark,Denmark,Calories,1978,36
Djibouti,Djibouti,Calories,1978,16
Dominica,Dominica,Calories,1978,26
Dom. Rep.,Dominican Republic,Calories,1978,35
Ecuador,Ecuador,Calories,1978,38
Egypt,Egypt,Calories,1978,33
El Salvador,El Salvador,Calories,1978,28
Ethiopia,Ethiopia PDR,Calories,1978,32
Fiji,Fiji,Calories,1978,33
Finland,Finland,Calories,1978,33
France,France,Calories,1978,40
Frch. Polyn.,French Polynesia,Calories,1978,30
Gabon,Gabon,Calories,1978,27
Gambia,Gambia,Calories,1978,22
Germany,Germany,Calories,1978,40
Ghana,Ghana,Calories,1978,27
Greece,Greece,Calories,1978,34
Grenada,Grenada,Calories,1978,33
Guatemala,Guatemala,Calories,1978,29
Guinea,Guinea,Calories,1978,24
Guinea-Biss.,Guinea-Bissau,Calories,1978,23
Guyana,Guyana,Calories,1978,24
Haiti,Haiti,Calories,1978,30
Honduras,Honduras,Calories,1978,30
Hungary,Hungary,Calories,1978,31
Iceland,Iceland,Calories,1978,30
India,India,Calories,1978,36
Indonesia,Indonesia,Calories,1978,22
Iran,Iran (Islamic Republic of),Calories,1978,34
Ireland,Ireland,Calories,1978,35
Israel,Israel,Calories,1978,41
Italy,Italy,Calories,1978,34
Jamaica,Jamaica,Calories,1978,36
Japan,Japan,Calories,1978,43
Jordan,Jordan,Calories,1978,30
Kenya,Kenya,Calories,1978,35
Kiribati,Kiribati,Calories,1978,17
Kuwait,Kuwait,Calories,1978,31
Laos,Lao People's Democratic Republic,Calories,1978,20
Lebanon,Lebanon,Calories,1978,36
Lesotho,Lesotho,Calories,1978,21
Liberia,Liberia,Calories,1978,27
Libya,Libya,Calories,1978,31
Madagascar,Madagascar,Calories,1978,30
Malawi,Malawi,Calories,1978,23
Malaysia,Malaysia,Calories,1978,38
Maldives,Maldives,Calories,1978,13
Mali,Mali,Calories,1978,21
Malta,Malta,Calories,1978,30
Mauritania,Mauritania,Calories,1978,22
Mauritius,Mauritius,Calories,1978,27
Mexico,Mexico,Calories,1978,39
Mongolia,Mongolia,Calories,1978,12
Morocco,Morocco,Calories,1978,36
Mozambique,Mozambique,Calories,1978,29
Myanmar,Myanmar,Calories,1978,27
Namibia,Namibia,Calories,1978,12
Nepal,Nepal,Calories,1978,16
Netherlands,Netherlands,Calories,1978,36
New Caledon.,New Caledonia,Calories,1978,28
New Zealand,New Zealand,Calories,1978,37
Nicaragua,Nicaragua,Calories,1978,26
Niger,Niger,Calories,1978,21
Nigeria,Nigeria,Calories,1978,35
Norway,Norway,Calories,1978,36
Pakistan,Pakistan,Calories,1978,32
Panama,Panama,Calories,1978,32
Paraguay,Paraguay,Calories,1978,30
Peru,Peru,Calories,1978,32
Philippines,Philippines,Calories,1978,29
Poland,Poland,Calories,1978,33
Portugal,Portugal,Calories,1978,32
South Korea,Republic of Korea,Calories,1978,31
Romania,Romania,Calories,1978,29
Rwanda,Rwanda,Calories,1978,23
St. Kitts,Saint Kitts and Nevis,Calories,1978,23
Saint Lucia,Saint Lucia,Calories,1978,27
St. Vincent,Saint Vincent and the Grenadines,Calories,1978,29
Samoa,Samoa,Calories,1978,20
Sao Tome,Sao Tome and Principe,Calories,1978,18
Saudi Arabia,Saudi Arabia,Calories,1978,41
Senegal,Senegal,Calories,1978,31
Seychelles,Seychelles,Calories,1978,31
Sierra Leone,Sierra Leone,Calories,1978,31
Solomon Isl.,Solomon Islands,Calories,1978,22
South Africa,South Africa,Calories,1978,39
Spain,Spain,Calories,1978,38
Sri Lanka,Sri Lanka,Calories,1978,32
Sudan,Sudan (former),Calories,1978,31
Suriname,Suriname,Calories,1978,27
Swaziland,Swaziland,Calories,1978,28
Sweden,Sweden,Calories,1978,37
Switzerland,Switzerland,Calories,1978,40
Syria,Syrian Arab Republic,Calories,1978,36
Thailand,Thailand,Calories,1978,26
Timor-Leste,Timor-Leste,Calories,1978,21
Togo,Togo,Calories,1978,30
Trin. & Tob.,Trinidad and Tobago,Calories,1978,33
Tunisia,Tunisia,Calories,1978,33
Turkey,Turkey,Calories,1978,34
Uganda,Uganda,Calories,1978,27
Un. Arab Em.,United Arab Emirates,Calories,1978,31
UK,United Kingdom,Calories,1978,39
Tanzania,United Republic of Tanzania,Calories,1978,34
USA,United States of America,Calories,1978,45
Uruguay,Uruguay,Calories,1978,31
USSR,USSR,Calories,1978,32
Vanuatu,Vanuatu,Calories,1978,15
Venezuela,Venezuela (Bolivarian Republic of),Calories,1978,38
Vietnam,Viet Nam,Calories,1978,22
Yemen,Yemen,Calories,1978,29
Yugoslavia,Yugoslav SFR,Calories,1978,32
Zambia,Zambia,Calories,1978,24
Zimbabwe,Zimbabwe,Calories,1978,25
Albania,Albania,Calories,1979,19
Algeria,Algeria,Calories,1979,32
Angola,Angola,Calories,1979,28
Ant. & Barb.,Antigua and Barbuda,Calories,1979,28
Argentina,Argentina,Calories,1979,39
Australia,Australia,Calories,1979,40
Austria,Austria,Calories,1979,39
Bahamas,Bahamas,Calories,1979,26
Bangladesh,Bangladesh,Calories,1979,26
Barbados,Barbados,Calories,1979,35
Belg-Lux,Belgium-Luxembourg,Calories,1979,41
Belize,Belize,Calories,1979,25
Benin,Benin,Calories,1979,33
Bermuda,Bermuda,Calories,1979,27
Bolivia,Bolivia (Plurinational State of),Calories,1979,34
Botswana,Botswana,Calories,1979,26
Brazil,Brazil,Calories,1979,37
Brunei Dar.,Brunei Darussalam,Calories,1979,34
Bulgaria,Bulgaria,Calories,1979,27
Burkina Faso,Burkina Faso,Calories,1979,25
Burundi,Burundi,Calories,1979,24
Cambodia,Cambodia,Calories,1979,22
Cameroon,Cameroon,Calories,1979,33
Canada,Canada,Calories,1979,44
Cape Verde,Cape Verde,Calories,1979,25
C. Af. Rep,Central African Republic,Calories,1979,27
Chad,Chad,Calories,1979,24
Chile,Chile,Calories,1979,32
China,China,Calories,1979,37
Colombia,Colombia,Calories,1979,32
Comoros,Comoros,Calories,1979,12
Congo,Congo,Calories,1979,26
Costa Rica,Costa Rica,Calories,1979,28
Ivory Coast,C“te d'Ivoire,Calories,1979,33
Cuba,Cuba,Calories,1979,26
Cyprus,Cyprus,Calories,1979,36
Czech.,Czechoslovakia,Calories,1979,36
North Korea,Democratic People's Republic of Korea,Calories,1979,23
Denmark,Denmark,Calories,1979,35
Djibouti,Djibouti,Calories,1979,26
Dominica,Dominica,Calories,1979,28
Dom. Rep.,Dominican Republic,Calories,1979,35
Ecuador,Ecuador,Calories,1979,36
Egypt,Egypt,Calories,1979,34
El Salvador,El Salvador,Calories,1979,30
Ethiopia,Ethiopia PDR,Calories,1979,32
Fiji,Fiji,Calories,1979,34
Finland,Finland,Calories,1979,32
France,France,Calories,1979,41
Frch. Polyn.,French Polynesia,Calories,1979,32
Gabon,Gabon,Calories,1979,24
Gambia,Gambia,Calories,1979,22
Germany,Germany,Calories,1979,40
Ghana,Ghana,Calories,1979,27
Greece,Greece,Calories,1979,33
Grenada,Grenada,Calories,1979,33
Guatemala,Guatemala,Calories,1979,29
Guinea,Guinea,Calories,1979,25
Guinea-Biss.,Guinea-Bissau,Calories,1979,23
Guyana,Guyana,Calories,1979,23
Haiti,Haiti,Calories,1979,30
Honduras,Honduras,Calories,1979,30
Hungary,Hungary,Calories,1979,32
Iceland,Iceland,Calories,1979,29
India,India,Calories,1979,35
Indonesia,Indonesia,Calories,1979,22
Iran,Iran (Islamic Republic of),Calories,1979,33
Ireland,Ireland,Calories,1979,36
Israel,Israel,Calories,1979,41
Italy,Italy,Calories,1979,35
Jamaica,Jamaica,Calories,1979,34
Japan,Japan,Calories,1979,44
Jordan,Jordan,Calories,1979,30
Kenya,Kenya,Calories,1979,34
Kiribati,Kiribati,Calories,1979,19
Kuwait,Kuwait,Calories,1979,30
Laos,Lao People's Democratic Republic,Calories,1979,21
Lebanon,Lebanon,Calories,1979,37
Lesotho,Lesotho,Calories,1979,23
Liberia,Liberia,Calories,1979,25
Libya,Libya,Calories,1979,31
Madagascar,Madagascar,Calories,1979,32
Malawi,Malawi,Calories,1979,25
Malaysia,Malaysia,Calories,1979,39
Maldives,Maldives,Calories,1979,13
Mali,Mali,Calories,1979,21
Malta,Malta,Calories,1979,31
Mauritania,Mauritania,Calories,1979,21
Mauritius,Mauritius,Calories,1979,25
Mexico,Mexico,Calories,1979,38
Mongolia,Mongolia,Calories,1979,12
Morocco,Morocco,Calories,1979,35
Mozambique,Mozambique,Calories,1979,28
Myanmar,Myanmar,Calories,1979,27
Namibia,Namibia,Calories,1979,12
Nepal,Nepal,Calories,1979,16
Netherlands,Netherlands,Calories,1979,39
New Caledon.,New Caledonia,Calories,1979,28
New Zealand,New Zealand,Calories,1979,39
Nicaragua,Nicaragua,Calories,1979,26
Niger,Niger,Calories,1979,20
Nigeria,Nigeria,Calories,1979,35
Norway,Norway,Calories,1979,36
Pakistan,Pakistan,Calories,1979,31
Panama,Panama,Calories,1979,32
Paraguay,Paraguay,Calories,1979,29
Peru,Peru,Calories,1979,32
Philippines,Philippines,Calories,1979,30
Poland,Poland,Calories,1979,31
Portugal,Portugal,Calories,1979,31
South Korea,Republic of Korea,Calories,1979,32
Romania,Romania,Calories,1979,29
Rwanda,Rwanda,Calories,1979,23
St. Kitts,Saint Kitts and Nevis,Calories,1979,23
Saint Lucia,Saint Lucia,Calories,1979,27
St. Vincent,Saint Vincent and the Grenadines,Calories,1979,29
Samoa,Samoa,Calories,1979,21
Sao Tome,Sao Tome and Principe,Calories,1979,18
Saudi Arabia,Saudi Arabia,Calories,1979,41
Senegal,Senegal,Calories,1979,33
Seychelles,Seychelles,Calories,1979,32
Sierra Leone,Sierra Leone,Calories,1979,32
Solomon Isl.,Solomon Islands,Calories,1979,22
South Africa,South Africa,Calories,1979,39
Spain,Spain,Calories,1979,38
Sri Lanka,Sri Lanka,Calories,1979,34
Sudan,Sudan (former),Calories,1979,31
Suriname,Suriname,Calories,1979,30
Swaziland,Swaziland,Calories,1979,28
Sweden,Sweden,Calories,1979,38
Switzerland,Switzerland,Calories,1979,39
Syria,Syrian Arab Republic,Calories,1979,35
Thailand,Thailand,Calories,1979,26
Timor-Leste,Timor-Leste,Calories,1979,21
Togo,Togo,Calories,1979,30
Trin. & Tob.,Trinidad and Tobago,Calories,1979,35
Tunisia,Tunisia,Calories,1979,32
Turkey,Turkey,Calories,1979,33
Uganda,Uganda,Calories,1979,27
Un. Arab Em.,United Arab Emirates,Calories,1979,32
UK,United Kingdom,Calories,1979,39
Tanzania,United Republic of Tanzania,Calories,1979,34
USA,United States of America,Calories,1979,45
Uruguay,Uruguay,Calories,1979,31
USSR,USSR,Calories,1979,32
Vanuatu,Vanuatu,Calories,1979,19
Venezuela,Venezuela (Bolivarian Republic of),Calories,1979,38
Vietnam,Viet Nam,Calories,1979,22
Yemen,Yemen,Calories,1979,30
Yugoslavia,Yugoslav SFR,Calories,1979,33
Zambia,Zambia,Calories,1979,24
Zimbabwe,Zimbabwe,Calories,1979,25
Albania,Albania,Calories,1980,19
Algeria,Algeria,Calories,1980,33
Angola,Angola,Calories,1980,27
Ant. & Barb.,Antigua and Barbuda,Calories,1980,31
Argentina,Argentina,Calories,1980,38
Australia,Australia,Calories,1980,39
Austria,Austria,Calories,1980,39
Bahamas,Bahamas,Calories,1980,28
Bangladesh,Bangladesh,Calories,1980,26
Barbados,Barbados,Calories,1980,34
Belg-Lux,Belgium-Luxembourg,Calories,1980,41
Belize,Belize,Calories,1980,25
Benin,Benin,Calories,1980,33
Bermuda,Bermuda,Calories,1980,27
Bolivia,Bolivia (Plurinational State of),Calories,1980,36
Botswana,Botswana,Calories,1980,27
Brazil,Brazil,Calories,1980,36
Brunei Dar.,Brunei Darussalam,Calories,1980,37
Bulgaria,Bulgaria,Calories,1980,30
Burkina Faso,Burkina Faso,Calories,1980,26
Burundi,Burundi,Calories,1980,25
Cambodia,Cambodia,Calories,1980,22
Cameroon,Cameroon,Calories,1980,33
Canada,Canada,Calories,1980,42
Cape Verde,Cape Verde,Calories,1980,27
C. Af. Rep,Central African Republic,Calories,1980,27
Chad,Chad,Calories,1980,24
Chile,Chile,Calories,1980,35
China,China,Calories,1980,36
Colombia,Colombia,Calories,1980,32
Comoros,Comoros,Calories,1980,12
Congo,Congo,Calories,1980,28
Costa Rica,Costa Rica,Calories,1980,29
Ivory Coast,C“te d'Ivoire,Calories,1980,34
Cuba,Cuba,Calories,1980,25
Cyprus,Cyprus,Calories,1980,36
Czech.,Czechoslovakia,Calories,1980,33
North Korea,Democratic People's Republic of Korea,Calories,1980,22
Denmark,Denmark,Calories,1980,38
Djibouti,Djibouti,Calories,1980,25
Dominica,Dominica,Calories,1980,29
Dom. Rep.,Dominican Republic,Calories,1980,36
Ecuador,Ecuador,Calories,1980,37
Egypt,Egypt,Calories,1980,34
El Salvador,El Salvador,Calories,1980,29
Ethiopia,Ethiopia PDR,Calories,1980,31
Fiji,Fiji,Calories,1980,30
Finland,Finland,Calories,1980,32
France,France,Calories,1980,40
Frch. Polyn.,French Polynesia,Calories,1980,33
Gabon,Gabon,Calories,1980,26
Gambia,Gambia,Calories,1980,21
Germany,Germany,Calories,1980,40
Ghana,Ghana,Calories,1980,27
Greece,Greece,Calories,1980,32
Grenada,Grenada,Calories,1980,32
Guatemala,Guatemala,Calories,1980,29
Guinea,Guinea,Calories,1980,24
Guinea-Biss.,Guinea-Bissau,Calories,1980,25
Guyana,Guyana,Calories,1980,21
Haiti,Haiti,Calories,1980,30
Honduras,Honduras,Calories,1980,29
Hungary,Hungary,Calories,1980,31
Iceland,Iceland,Calories,1980,29
India,India,Calories,1980,36
Indonesia,Indonesia,Calories,1980,23
Iran,Iran (Islamic Republic of),Calories,1980,30
Ireland,Ireland,Calories,1980,36
Israel,Israel,Calories,1980,38
Italy,Italy,Calories,1980,35
Jamaica,Jamaica,Calories,1980,34
Japan,Japan,Calories,1980,43
Jordan,Jordan,Calories,1980,31
Kenya,Kenya,Calories,1980,34
Kiribati,Kiribati,Calories,1980,19
Kuwait,Kuwait,Calories,1980,30
Laos,Lao People's Democratic Republic,Calories,1980,21
Lebanon,Lebanon,Calories,1980,37
Lesotho,Lesotho,Calories,1980,23
Liberia,Liberia,Calories,1980,26
Libya,Libya,Calories,1980,31
Madagascar,Madagascar,Calories,1980,32
Malawi,Malawi,Calories,1980,25
Malaysia,Malaysia,Calories,1980,37
Maldives,Maldives,Calories,1980,13
Mali,Mali,Calories,1980,21
Malta,Malta,Calories,1980,30
Mauritania,Mauritania,Calories,1980,20
Mauritius,Mauritius,Calories,1980,26
Mexico,Mexico,Calories,1980,41
Mongolia,Mongolia,Calories,1980,11
Morocco,Morocco,Calories,1980,35
Mozambique,Mozambique,Calories,1980,29
Myanmar,Myanmar,Calories,1980,27
Namibia,Namibia,Calories,1980,12
Nepal,Nepal,Calories,1980,17
Netherlands,Netherlands,Calories,1980,38
New Caledon.,New Caledonia,Calories,1980,28
New Zealand,New Zealand,Calories,1980,38
Nicaragua,Nicaragua,Calories,1980,27
Niger,Niger,Calories,1980,25
Nigeria,Nigeria,Calories,1980,35
Norway,Norway,Calories,1980,35
Pakistan,Pakistan,Calories,1980,34
Panama,Panama,Calories,1980,33
Paraguay,Paraguay,Calories,1980,29
Peru,Peru,Calories,1980,33
Philippines,Philippines,Calories,1980,28
Poland,Poland,Calories,1980,30
Portugal,Portugal,Calories,1980,32
South Korea,Republic of Korea,Calories,1980,32
Romania,Romania,Calories,1980,31
Rwanda,Rwanda,Calories,1980,23
St. Kitts,Saint Kitts and Nevis,Calories,1980,23
Saint Lucia,Saint Lucia,Calories,1980,27
St. Vincent,Saint Vincent and the Grenadines,Calories,1980,30
Samoa,Samoa,Calories,1980,21
Sao Tome,Sao Tome and Principe,Calories,1980,19
Saudi Arabia,Saudi Arabia,Calories,1980,40
Senegal,Senegal,Calories,1980,32
Seychelles,Seychelles,Calories,1980,27
Sierra Leone,Sierra Leone,Calories,1980,32
Solomon Isl.,Solomon Islands,Calories,1980,22
South Africa,South Africa,Calories,1980,38
Spain,Spain,Calories,1980,38
Sri Lanka,Sri Lanka,Calories,1980,33
Sudan,Sudan (former),Calories,1980,30
Suriname,Suriname,Calories,1980,29
Swaziland,Swaziland,Calories,1980,28
Sweden,Sweden,Calories,1980,38
Switzerland,Switzerland,Calories,1980,40
Syria,Syrian Arab Republic,Calories,1980,35
Thailand,Thailand,Calories,1980,29
Timor-Leste,Timor-Leste,Calories,1980,21
Togo,Togo,Calories,1980,31
Trin. & Tob.,Trinidad and Tobago,Calories,1980,35
Tunisia,Tunisia,Calories,1980,32
Turkey,Turkey,Calories,1980,33
Uganda,Uganda,Calories,1980,27
Un. Arab Em.,United Arab Emirates,Calories,1980,33
UK,United Kingdom,Calories,1980,40
Tanzania,United Republic of Tanzania,Calories,1980,34
USA,United States of America,Calories,1980,45
Uruguay,Uruguay,Calories,1980,32
USSR,USSR,Calories,1980,32
Vanuatu,Vanuatu,Calories,1980,18
Venezuela,Venezuela (Bolivarian Republic of),Calories,1980,38
Vietnam,Viet Nam,Calories,1980,23
Yemen,Yemen,Calories,1980,32
Yugoslavia,Yugoslav SFR,Calories,1980,32
Zambia,Zambia,Calories,1980,25
Zimbabwe,Zimbabwe,Calories,1980,29
Albania,Albania,Calories,1981,20
Algeria,Algeria,Calories,1981,32
Angola,Angola,Calories,1981,27
Ant. & Barb.,Antigua and Barbuda,Calories,1981,33
Argentina,Argentina,Calories,1981,41
Australia,Australia,Calories,1981,41
Austria,Austria,Calories,1981,39
Bahamas,Bahamas,Calories,1981,27
Bangladesh,Bangladesh,Calories,1981,28
Barbados,Barbados,Calories,1981,35
Belg-Lux,Belgium-Luxembourg,Calories,1981,40
Belize,Belize,Calories,1981,24
Benin,Benin,Calories,1981,34
Bermuda,Bermuda,Calories,1981,27
Bolivia,Bolivia (Plurinational State of),Calories,1981,35
Botswana,Botswana,Calories,1981,27
Brazil,Brazil,Calories,1981,36
Brunei Dar.,Brunei Darussalam,Calories,1981,37
Bulgaria,Bulgaria,Calories,1981,32
Burkina Faso,Burkina Faso,Calories,1981,26
Burundi,Burundi,Calories,1981,24
Cambodia,Cambodia,Calories,1981,22
Cameroon,Cameroon,Calories,1981,34
Canada,Canada,Calories,1981,44
Cape Verde,Cape Verde,Calories,1981,26
C. Af. Rep,Central African Republic,Calories,1981,27
Chad,Chad,Calories,1981,24
Chile,Chile,Calories,1981,34
China,China,Calories,1981,36
Colombia,Colombia,Calories,1981,32
Comoros,Comoros,Calories,1981,15
Congo,Congo,Calories,1981,27
Costa Rica,Costa Rica,Calories,1981,30
Ivory Coast,C“te d'Ivoire,Calories,1981,35
Cuba,Cuba,Calories,1981,27
Cyprus,Cyprus,Calories,1981,37
Czech.,Czechoslovakia,Calories,1981,32
North Korea,Democratic People's Republic of Korea,Calories,1981,22
Denmark,Denmark,Calories,1981,37
Djibouti,Djibouti,Calories,1981,26
Dominica,Dominica,Calories,1981,29
Dom. Rep.,Dominican Republic,Calories,1981,34
Ecuador,Ecuador,Calories,1981,35
Egypt,Egypt,Calories,1981,34
El Salvador,El Salvador,Calories,1981,29
Ethiopia,Ethiopia PDR,Calories,1981,32
Fiji,Fiji,Calories,1981,33
Finland,Finland,Calories,1981,32
France,France,Calories,1981,40
Frch. Polyn.,French Polynesia,Calories,1981,30
Gabon,Gabon,Calories,1981,26
Gambia,Gambia,Calories,1981,20
Germany,Germany,Calories,1981,40
Ghana,Ghana,Calories,1981,27
Greece,Greece,Calories,1981,31
Grenada,Grenada,Calories,1981,32
Guatemala,Guatemala,Calories,1981,29
Guinea,Guinea,Calories,1981,24
Guinea-Biss.,Guinea-Bissau,Calories,1981,27
Guyana,Guyana,Calories,1981,22
Haiti,Haiti,Calories,1981,30
